r,t,f,y,UseByTechnologyAnnual
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2025,0.1044
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2026,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2027,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2028,0.1044
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2029,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2030,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2031,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2032,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2033,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2034,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2035,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2036,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2037,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2038,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2039,0.1045
REGION1,DEMAGRGWTPHL_VI,AGRELCP02,2040,0.1045
REGION1,DEMINDDSL,DSL,2018,0.2
REGION1,DEMINDDSL,DSL,2019,0.2
REGION1,DEMINDDSL,DSL,2020,0.2
REGION1,DEMINDDSL,DSL,2021,0.2
REGION1,DEMINDDSL,DSL,2022,0.2
REGION1,DEMINDDSL,DSL,2023,0.2
REGION1,DEMINDDSL,DSL,2024,0.2
REGION1,DEMINDDSL,DSL,2025,0.2
REGION1,DEMINDDSL,DSL,2026,0.2
REGION1,DEMINDDSL,DSL,2027,0.2
REGION1,DEMINDDSL,DSL,2028,0.2
REGION1,DEMINDDSL,DSL,2029,0.2
REGION1,DEMINDDSL,DSL,2030,0.2
REGION1,DEMINDDSL,DSL,2031,0.2
REGION1,DEMINDDSL,DSL,2032,0.2
REGION1,DEMINDDSL,DSL,2033,0.2
REGION1,DEMINDDSL,DSL,2034,0.2
REGION1,DEMINDDSL,DSL,2035,0.2
REGION1,DEMINDDSL,DSL,2036,0.2
REGION1,DEMINDDSL,DSL,2037,0.2
REGION1,DEMINDDSL,DSL,2038,0.2
REGION1,DEMINDDSL,DSL,2039,0.2
REGION1,DEMINDDSL,DSL,2040,0.2
REGION1,DEMPWRGEO,GEO,2018,0.224
REGION1,DEMPWRGEO,GEO,2019,0.224
REGION1,DEMPWRGEO,GEO,2020,0.185
REGION1,DEMPWRGEO,GEO,2021,0.074
REGION1,DEMPWRGEO,GEO,2022,0.15
REGION1,DEMPWRGEO,GEO,2023,0.15
REGION1,DEMPWRGEO,GEO,2024,0.113
REGION1,DEMPWRGEO,GEO,2025,0.15
REGION1,DEMPWRGEO,GEO,2026,0.15
REGION1,DEMPWRGEO,GEO,2027,0.113
REGION1,DEMPWRGEO,GEO,2028,0.15
REGION1,DEMPWRGEO,GEO,2029,0.15
REGION1,DEMPWRGEO,GEO,2030,0.076
REGION1,DEMPWRGEO,GEO,2031,0.15
REGION1,DEMPWRGEO,GEO,2032,0.187
REGION1,DEMPWRGEO,GEO,2033,0.15
REGION1,DEMPWRGEO,GEO,2034,0.1123
REGION1,DEMPWRGEO,GEO,2035,0.15
REGION1,DEMPWRGEO,GEO,2036,0.037
REGION1,DEMPWRGEO,GEO,2037,0.15
REGION1,DEMPWRGEO,GEO,2038,0.0753
REGION1,DEMPWRGEO,GEO,2039,0.076
REGION1,DEMPWRGEO,GEO,2040,0.076
REGION1,DEMPWRSOL,SOL,2020,0.039
REGION1,DEMPWRSOL,SOL,2021,0.113
REGION1,DEMPWRSOL,SOL,2022,0.037
REGION1,DEMPWRSOL,SOL,2023,0.074
REGION1,DEMPWRSOL,SOL,2024,0.037
REGION1,DEMPWRSOL,SOL,2025,0.037
REGION1,DEMPWRSOL,SOL,2026,0.074
REGION1,DEMPWRSOL,SOL,2027,0.074
REGION1,DEMPWRSOL,SOL,2028,0.074
REGION1,DEMPWRSOL,SOL,2029,0.074
REGION1,DEMPWRSOL,SOL,2030,0.074
REGION1,DEMPWRSOL,SOL,2031,0.074
REGION1,DEMPWRSOL,SOL,2032,0.037
REGION1,DEMPWRSOL,SOL,2033,0.037
REGION1,DEMPWRSOL,SOL,2034,0.074
REGION1,DEMPWRSOL,SOL,2035,0.037
REGION1,DEMPWRSOL,SOL,2036,0.113
REGION1,DEMPWRSOL,SOL,2037,0.037
REGION1,DEMPWRSOL,SOL,2038,0.0747
REGION1,DEMPWRSOL,SOL,2039,0.074
REGION1,DEMPWRSOL,SOL,2040,0.074
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2018,0.4913
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2019,0.0009
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2020,0.0008
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2021,0.0003
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2022,0.0006
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2023,0.0006
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2024,0.0005
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2025,0.0006
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2026,0.0006
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2027,0.0005
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2028,0.0006
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2029,0.0006
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2030,0.0003
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2031,0.0006
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2032,0.0008
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2033,0.0006
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2034,0.0005
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2035,1.0561
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2036,0.0002
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2037,0.0006
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2038,0.0003
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2039,0.0003
REGION1,DEMPWRSURPHL_VI,WTRSURPHL_VI,2040,0.0003
REGION1,DEMPWRWND,WND,2021,0.037
REGION1,DEMPWRWND,WND,2022,0.037
REGION1,DEMPWRWND,WND,2024,0.074
REGION1,DEMPWRWND,WND,2025,0.037
REGION1,DEMPWRWND,WND,2027,0.037
REGION1,DEMPWRWND,WND,2030,0.074
REGION1,DEMPWRWND,WND,2033,0.037
REGION1,DEMPWRWND,WND,2034,0.0377
REGION1,DEMPWRWND,WND,2035,0.037
REGION1,DEMPWRWND,WND,2036,0.074
REGION1,DEMPWRWND,WND,2037,0.037
REGION1,DEMPWRWND,WND,2038,0.074
REGION1,DEMPWRWND,WND,2039,0.074
REGION1,DEMPWRWND,WND,2040,0.074
REGION1,DEMTRABGS,BGS,2018,0.2
REGION1,DEMTRABGS,BGS,2019,0.2
REGION1,DEMTRABGS,BGS,2020,0.2
REGION1,DEMTRABGS,BGS,2021,0.2
REGION1,DEMTRABGS,BGS,2022,0.2
REGION1,DEMTRABGS,BGS,2023,0.2
REGION1,DEMTRABGS,BGS,2024,0.2
REGION1,DEMTRABGS,BGS,2025,0.2
REGION1,DEMTRABGS,BGS,2026,0.2
REGION1,DEMTRABGS,BGS,2027,0.2
REGION1,DEMTRABGS,BGS,2028,0.2
REGION1,DEMTRABGS,BGS,2029,0.2
REGION1,DEMTRABGS,BGS,2030,0.2
REGION1,DEMTRABGS,BGS,2031,0.2
REGION1,DEMTRABGS,BGS,2032,0.2
REGION1,DEMTRABGS,BGS,2033,0.2
REGION1,DEMTRABGS,BGS,2034,0.2
REGION1,DEMTRABGS,BGS,2035,0.2
REGION1,DEMTRABGS,BGS,2036,0.2
REGION1,DEMTRABGS,BGS,2037,0.2
REGION1,DEMTRABGS,BGS,2038,0.2
REGION1,DEMTRABGS,BGS,2039,0.2
REGION1,DEMTRABGS,BGS,2040,0.2
REGION1,DEMTRABMX,BMX,2018,0.2
REGION1,DEMTRABMX,BMX,2019,0.2
REGION1,DEMTRABMX,BMX,2020,0.2
REGION1,DEMTRABMX,BMX,2021,0.2
REGION1,DEMTRABMX,BMX,2022,0.2
REGION1,DEMTRABMX,BMX,2023,0.2
REGION1,DEMTRABMX,BMX,2024,0.2
REGION1,DEMTRABMX,BMX,2025,0.2
REGION1,DEMTRABMX,BMX,2026,0.2
REGION1,DEMTRABMX,BMX,2027,0.2
REGION1,DEMTRABMX,BMX,2028,0.2
REGION1,DEMTRABMX,BMX,2029,0.2
REGION1,DEMTRABMX,BMX,2030,0.2
REGION1,DEMTRABMX,BMX,2031,0.2
REGION1,DEMTRABMX,BMX,2032,0.2
REGION1,DEMTRABMX,BMX,2033,0.2
REGION1,DEMTRABMX,BMX,2034,0.2
REGION1,DEMTRABMX,BMX,2035,0.2
REGION1,DEMTRABMX,BMX,2036,0.2
REGION1,DEMTRABMX,BMX,2037,0.2
REGION1,DEMTRABMX,BMX,2038,0.2
REGION1,DEMTRABMX,BMX,2039,0.2
REGION1,DEMTRABMX,BMX,2040,0.2
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2018,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2019,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2020,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2021,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2022,0.3369
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2023,0.3369
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2024,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2025,0.3369
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2026,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2027,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2028,0.3369
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2029,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2030,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2031,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2032,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2033,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2034,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2035,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2036,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2037,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2038,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2039,0.3371
REGION1,LNDAGRPHL_VIC01,AGRWATPHL_VI,2040,0.3371
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2018,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2019,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2020,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2021,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2022,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2023,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2024,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2025,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2026,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2027,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2028,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2029,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2030,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2031,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2032,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2033,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2034,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2035,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2036,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2037,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2038,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2039,0.625
REGION1,LNDAGRPHL_VIC01,LCONHRPHL_VI,2040,0.625
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2018,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2019,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2020,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2021,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2022,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2023,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2024,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2025,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2026,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2027,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2028,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2029,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2030,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2031,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2032,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2033,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2034,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2035,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2036,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2037,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2038,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2039,0.3774
REGION1,LNDAGRPHL_VIC01,LMAIHRPHL_VI,2040,0.3774
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2018,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2019,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2020,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2021,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2022,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2023,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2024,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2025,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2026,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2027,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2028,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2029,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2030,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2031,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2032,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2033,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2034,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2035,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2036,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2037,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2038,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2039,0.4348
REGION1,LNDAGRPHL_VIC01,LRCDHRPHL_VI,2040,0.4348
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2018,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2019,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2020,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2021,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2022,0.3369
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2023,0.3369
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2024,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2025,0.3369
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2026,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2027,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2028,0.3369
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2029,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2030,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2031,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2032,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2033,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2034,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2035,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2036,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2037,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2038,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2039,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHIPHL_VI,2040,0.3371
REGION1,LNDAGRPHL_VIC01,LSGCHRPHL_VI,2022,0.0002
REGION1,LNDAGRPHL_VIC01,LSGCHRPHL_VI,2023,0.0002
REGION1,LNDAGRPHL_VIC01,LSGCHRPHL_VI,2025,0.0002
REGION1,LNDAGRPHL_VIC01,LSGCHRPHL_VI,2028,0.0002
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2018,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2019,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2020,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2021,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2022,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2023,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2024,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2025,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2026,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2027,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2028,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2029,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2030,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2031,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2032,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2033,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2034,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2035,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2036,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2037,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2038,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2039,1.7742
REGION1,LNDAGRPHL_VIC01,WTRPRCPHL_VI,2040,1.7742
REGION1,LNDCONHRPHL_VI,LPHL_VI,2018,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2019,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2020,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2021,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2022,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2023,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2024,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2025,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2026,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2027,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2028,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2029,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2030,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2031,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2032,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2033,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2034,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2035,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2036,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2037,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2038,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2039,0.625
REGION1,LNDCONHRPHL_VI,LPHL_VI,2040,0.625
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2018,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2019,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2020,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2021,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2022,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2023,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2024,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2025,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2026,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2027,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2028,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2029,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2030,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2031,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2032,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2033,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2034,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2035,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2036,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2037,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2038,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2039,0.3774
REGION1,LNDMAIHRPHL_VI,LPHL_VI,2040,0.3774
REGION1,LNDRCDHRPHL_VI,LPHL_VI,2018,0.4348
REGION1,LNDRCDHRPHL_VI,LPHL_VI,2019,0.4348
REGION1,LNDRCDHRPHL_VI,LPHL_VI,2020,0.4348
REGION1,LNDRCDHRPHL_VI,LPHL_VI,2021,0.4348
REGION1,LNDRCDHRPHL_VI,LPHL_VI,2022,0.4348
REGION1,LNDRCDHRPHL_VI,LPHL_VI,2023,0.4348
REGION1,LNDRCDHRPHL_VI,LPHL_VI,2024,0.4348
REGION1,LNDRCDHRPHL_VI,LPHL_VI,2025,0.4348
REGION1,LNDRCDHRPHL_VI,LPHL_VI,2026,0.4348
