r,t,f,y,ProductionByTechnologyAnnual
Region1,DEMAGRWATR03,AGRWATR03,2021,0.0763
Region1,DEMAGRWATR03,AGRWATR03,2022,0.0769
Region1,DEMAGRWATR03,AGRWATR03,2023,0.0763
Region1,DEMAGRWATR03,AGRWATR03,2024,0.0768
Region1,DEMAGRWATR03,AGRWATR03,2025,0.0747
Region1,DEMAGRWATR03,AGRWATR03,2026,0.0748
Region1,DEMAGRWATR03,AGRWATR03,2027,0.0744
Region1,DEMAGRWATR03,AGRWATR03,2028,0.0747
Region1,DEMAGRWATR03,AGRWATR03,2029,0.0769
Region1,DEMAGRWATR03,AGRWATR03,2030,0.0769
Region1,DEMAGRWATR04,AGRWATR04,2014,0.0293
Region1,DEMAGRWATR04,AGRWATR04,2015,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2016,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2017,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2018,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2019,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2020,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2021,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2022,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2023,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2024,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2025,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2026,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2027,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2028,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2029,0.3427
Region1,DEMAGRWATR04,AGRWATR04,2030,0.3427
Region1,DEMAGRWATR05,AGRWATR05,2014,0.0416
Region1,DEMAGRWATR05,AGRWATR05,2015,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2016,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2017,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2018,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2019,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2020,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2021,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2022,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2023,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2024,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2025,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2026,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2027,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2028,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2029,0.0556
Region1,DEMAGRWATR05,AGRWATR05,2030,0.0556
Region1,DEMAGRWATR06,AGRWATR06,2014,0.1107
Region1,DEMAGRWATR06,AGRWATR06,2015,0.153
Region1,DEMAGRWATR06,AGRWATR06,2016,0.153
Region1,DEMAGRWATR06,AGRWATR06,2017,0.153
Region1,DEMAGRWATR06,AGRWATR06,2018,0.153
Region1,DEMAGRWATR06,AGRWATR06,2019,0.153
Region1,DEMAGRWATR06,AGRWATR06,2020,0.153
Region1,DEMAGRWATR06,AGRWATR06,2021,0.153
Region1,DEMAGRWATR06,AGRWATR06,2022,0.153
Region1,DEMAGRWATR06,AGRWATR06,2023,0.153
Region1,DEMAGRWATR06,AGRWATR06,2024,0.153
Region1,DEMAGRWATR06,AGRWATR06,2025,0.153
Region1,DEMAGRWATR06,AGRWATR06,2026,0.153
Region1,DEMAGRWATR06,AGRWATR06,2027,0.153
Region1,DEMAGRWATR06,AGRWATR06,2028,0.153
Region1,DEMAGRWATR06,AGRWATR06,2029,0.153
Region1,DEMAGRWATR06,AGRWATR06,2030,0.153
Region1,DEMAGRWATR07,AGRWATR07,2014,0.0728
Region1,DEMAGRWATR07,AGRWATR07,2015,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2016,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2017,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2018,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2019,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2020,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2021,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2022,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2023,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2024,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2025,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2026,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2027,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2028,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2029,0.2014
Region1,DEMAGRWATR07,AGRWATR07,2030,0.2014
Region1,DEMAGRWATR08,AGRWATR08,2014,0.256
Region1,DEMAGRWATR08,AGRWATR08,2015,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2016,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2017,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2018,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2019,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2020,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2021,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2022,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2023,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2024,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2025,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2026,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2027,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2028,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2029,0.3174
Region1,DEMAGRWATR08,AGRWATR08,2030,0.3174
Region1,DEMAGRWATR09,AGRWATR09,2014,0.0277
Region1,DEMAGRWATR09,AGRWATR09,2015,0.2095
Region1,DEMAGRWATR09,AGRWATR09,2016,0.2365
Region1,DEMAGRWATR09,AGRWATR09,2017,0.2335
Region1,DEMAGRWATR09,AGRWATR09,2018,0.2347
Region1,DEMAGRWATR09,AGRWATR09,2019,0.2389
Region1,DEMAGRWATR09,AGRWATR09,2020,0.245
Region1,DEMAGRWATR09,AGRWATR09,2021,0.2492
Region1,DEMAGRWATR09,AGRWATR09,2022,0.2499
Region1,DEMAGRWATR09,AGRWATR09,2023,0.2527
Region1,DEMAGRWATR09,AGRWATR09,2024,0.2553
Region1,DEMAGRWATR09,AGRWATR09,2025,0.2602
Region1,DEMAGRWATR09,AGRWATR09,2026,0.2622
Region1,DEMAGRWATR09,AGRWATR09,2027,0.264
Region1,DEMAGRWATR09,AGRWATR09,2028,0.266
Region1,DEMAGRWATR09,AGRWATR09,2029,0.2795
Region1,DEMAGRWATR09,AGRWATR09,2030,0.3115
Region1,DEMAGRWATR10,AGRWATR10,2014,0.0432
Region1,DEMAGRWATR10,AGRWATR10,2015,0.2903
Region1,DEMAGRWATR10,AGRWATR10,2016,0.3116
Region1,DEMAGRWATR10,AGRWATR10,2017,0.1704
Region1,DEMAGRWATR10,AGRWATR10,2018,0.2877
Region1,DEMAGRWATR10,AGRWATR10,2019,0.2876
Region1,DEMAGRWATR10,AGRWATR10,2020,0.2873
Region1,DEMAGRWATR10,AGRWATR10,2021,0.2871
Region1,DEMAGRWATR10,AGRWATR10,2022,0.287
Region1,DEMAGRWATR10,AGRWATR10,2023,0.2868
Region1,DEMAGRWATR10,AGRWATR10,2024,0.2866
Region1,DEMAGRWATR10,AGRWATR10,2025,0.2864
Region1,DEMAGRWATR10,AGRWATR10,2026,0.2862
Region1,DEMAGRWATR10,AGRWATR10,2027,0.2859
Region1,DEMAGRWATR10,AGRWATR10,2028,0.2857
Region1,DEMAGRWATR10,AGRWATR10,2029,0.168
Region1,DEMAGRWATR10,AGRWATR10,2030,0.1671
Region1,DEMAGRWATR11,AGRWATR11,2014,0.028
Region1,DEMAGRWATR11,AGRWATR11,2015,0.0908
Region1,DEMAGRWATR11,AGRWATR11,2016,0.0908
Region1,DEMAGRWATR11,AGRWATR11,2017,0.091
Region1,DEMAGRWATR11,AGRWATR11,2018,0.091
Region1,DEMAGRWATR11,AGRWATR11,2019,0.091
Region1,DEMAGRWATR11,AGRWATR11,2020,0.091
Region1,DEMAGRWATR11,AGRWATR11,2021,0.091
Region1,DEMAGRWATR11,AGRWATR11,2022,0.091
Region1,DEMAGRWATR11,AGRWATR11,2023,0.091
Region1,DEMAGRWATR11,AGRWATR11,2024,0.091
Region1,DEMAGRWATR11,AGRWATR11,2025,0.091
Region1,DEMAGRWATR11,AGRWATR11,2026,0.091
Region1,DEMAGRWATR11,AGRWATR11,2027,0.091
Region1,DEMAGRWATR11,AGRWATR11,2028,0.091
Region1,DEMAGRWATR11,AGRWATR11,2029,0.091
Region1,DEMAGRWATR11,AGRWATR11,2030,0.091
Region1,DEMAGRWATR12,AGRWATR12,2014,0.2089
Region1,DEMAGRWATR12,AGRWATR12,2015,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2016,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2017,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2018,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2019,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2020,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2021,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2022,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2023,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2024,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2025,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2026,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2027,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2028,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2029,0.9634
Region1,DEMAGRWATR12,AGRWATR12,2030,0.9634
Region1,DEMAGRWATR13,AGRWATR13,2014,0.2202
Region1,DEMAGRWATR13,AGRWATR13,2015,0.492
Region1,DEMAGRWATR13,AGRWATR13,2016,0.492
Region1,DEMAGRWATR13,AGRWATR13,2017,0.4891
Region1,DEMAGRWATR13,AGRWATR13,2018,0.492
Region1,DEMAGRWATR13,AGRWATR13,2019,0.492
Region1,DEMAGRWATR13,AGRWATR13,2020,0.492
Region1,DEMAGRWATR13,AGRWATR13,2021,0.492
Region1,DEMAGRWATR13,AGRWATR13,2022,0.492
Region1,DEMAGRWATR13,AGRWATR13,2023,0.492
Region1,DEMAGRWATR13,AGRWATR13,2024,0.492
Region1,DEMAGRWATR13,AGRWATR13,2025,0.492
Region1,DEMAGRWATR13,AGRWATR13,2026,0.492
Region1,DEMAGRWATR13,AGRWATR13,2027,0.492
Region1,DEMAGRWATR13,AGRWATR13,2028,0.492
Region1,DEMAGRWATR13,AGRWATR13,2029,0.492
Region1,DEMAGRWATR13,AGRWATR13,2030,0.492
Region1,DEMAGRWATR14,AGRWATR14,2014,0.1927
Region1,DEMAGRWATR14,AGRWATR14,2015,0.498
Region1,DEMAGRWATR14,AGRWATR14,2016,0.498
Region1,DEMAGRWATR14,AGRWATR14,2017,0.498
Region1,DEMAGRWATR14,AGRWATR14,2018,0.498
Region1,DEMAGRWATR14,AGRWATR14,2019,0.498
Region1,DEMAGRWATR14,AGRWATR14,2020,0.498
Region1,DEMAGRWATR14,AGRWATR14,2021,0.498
Region1,DEMAGRWATR14,AGRWATR14,2022,0.498
Region1,DEMAGRWATR14,AGRWATR14,2023,0.498
Region1,DEMAGRWATR14,AGRWATR14,2024,0.498
Region1,DEMAGRWATR14,AGRWATR14,2025,0.498
Region1,DEMAGRWATR14,AGRWATR14,2026,0.498
Region1,DEMAGRWATR14,AGRWATR14,2027,0.498
Region1,DEMAGRWATR14,AGRWATR14,2028,0.498
Region1,DEMAGRWATR14,AGRWATR14,2029,0.498
Region1,DEMAGRWATR14,AGRWATR14,2030,0.498
Region1,DEMAGRWATR15,AGRWATR15,2014,0.1396
Region1,DEMAGRWATR15,AGRWATR15,2015,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2016,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2017,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2018,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2019,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2020,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2021,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2022,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2023,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2024,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2025,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2026,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2027,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2028,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2029,0.2448
Region1,DEMAGRWATR15,AGRWATR15,2030,0.2448
Region1,DEMAGRWATR16,AGRWATR16,2014,0.3277
Region1,DEMAGRWATR16,AGRWATR16,2015,0.5798
Region1,DEMAGRWATR16,AGRWATR16,2016,0.5798
Region1,DEMAGRWATR16,AGRWATR16,2017,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2018,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2019,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2020,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2021,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2022,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2023,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2024,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2025,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2026,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2027,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2028,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2029,0.5799
Region1,DEMAGRWATR16,AGRWATR16,2030,0.5799
Region1,DEMAGRWATR17,AGRWATR17,2014,0.4382
Region1,DEMAGRWATR17,AGRWATR17,2015,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2016,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2017,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2018,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2019,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2020,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2021,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2022,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2023,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2024,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2025,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2026,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2027,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2028,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2029,0.6706
Region1,DEMAGRWATR17,AGRWATR17,2030,0.6706
Region1,DEMAGRWATR18,AGRWATR18,2014,0.0022
Region1,DEMAGRWATR18,AGRWATR18,2015,0.0025
Region1,DEMAGRWATR18,AGRWATR18,2016,0.0023
Region1,DEMAGRWATR18,AGRWATR18,2017,0.0023
Region1,DEMAGRWATR18,AGRWATR18,2018,0.0023
Region1,DEMAGRWATR18,AGRWATR18,2019,0.0023
Region1,DEMAGRWATR18,AGRWATR18,2020,0.0023
Region1,DEMAGRWATR18,AGRWATR18,2021,0.0023
Region1,DEMAGRWATR18,AGRWATR18,2022,0.0023
Region1,DEMAGRWATR18,AGRWATR18,2023,0.0025
Region1,DEMAGRWATR18,AGRWATR18,2024,0.0025
Region1,DEMAGRWATR18,AGRWATR18,2025,0.0025
Region1,DEMAGRWATR18,AGRWATR18,2026,0.0025
Region1,DEMAGRWATR18,AGRWATR18,2027,0.0025
Region1,DEMAGRWATR18,AGRWATR18,2028,0.0025
Region1,DEMAGRWATR18,AGRWATR18,2029,0.0023
Region1,DEMAGRWATR18,AGRWATR18,2030,0.0023
Region1,DEMAGRWATR19,AGRWATR19,2014,0.1949
Region1,DEMAGRWATR19,AGRWATR19,2015,0.1996
Region1,DEMAGRWATR19,AGRWATR19,2016,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2017,0.1784
Region1,DEMAGRWATR19,AGRWATR19,2018,0.1796
Region1,DEMAGRWATR19,AGRWATR19,2019,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2020,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2021,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2022,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2023,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2024,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2025,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2026,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2027,0.1796
Region1,DEMAGRWATR19,AGRWATR19,2028,0.1797
Region1,DEMAGRWATR19,AGRWATR19,2029,0.1598
Region1,DEMAGRWATR19,AGRWATR19,2030,0.1598
Region1,DEMAGRWATR20,AGRWATR20,2014,0.0358
Region1,DEMAGRWATR20,AGRWATR20,2015,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2016,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2017,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2018,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2019,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2020,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2021,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2022,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2023,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2024,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2025,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2026,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2027,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2028,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2029,0.0259
Region1,DEMAGRWATR20,AGRWATR20,2030,0.0259
Region1,DEMAGRWATR21,AGRWATR21,2014,0.1738
Region1,DEMAGRWATR21,AGRWATR21,2015,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2016,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2017,0.0956
Region1,DEMAGRWATR21,AGRWATR21,2018,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2019,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2020,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2021,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2022,0.1005
Region1,DEMAGRWATR21,AGRWATR21,2023,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2024,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2025,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2026,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2027,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2028,0.1008
Region1,DEMAGRWATR21,AGRWATR21,2029,0.1007
Region1,DEMAGRWATR21,AGRWATR21,2030,0.1007
Region1,DEMAGRWATR22,AGRWATR22,2014,0.0021
Region1,DEMAGRWATR22,AGRWATR22,2015,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2016,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2017,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2018,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2019,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2020,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2021,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2022,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2023,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2024,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2025,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2026,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2027,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2028,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2029,0.0066
Region1,DEMAGRWATR22,AGRWATR22,2030,0.0066
Region1,DEMAGRWATR23,AGRWATR23,2014,0.0199
Region1,DEMAGRWATR23,AGRWATR23,2015,0.0401
Region1,DEMAGRWATR23,AGRWATR23,2016,0.0401
Region1,DEMAGRWATR23,AGRWATR23,2017,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2018,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2019,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2020,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2021,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2022,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2023,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2024,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2025,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2026,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2027,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2028,0.0402
Region1,DEMAGRWATR23,AGRWATR23,2029,0.0401
Region1,DEMAGRWATR23,AGRWATR23,2030,0.0401
Region1,DEMAGRWATR24,AGRWATR24,2014,0.1303
Region1,DEMAGRWATR24,AGRWATR24,2015,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2016,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2017,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2018,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2019,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2020,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2021,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2022,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2023,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2024,0.1363
Region1,DEMAGRWATR24,AGRWATR24,2025,0.1363
