r,t,m,y,TotalAnnualTechnologyActivityByMode
Region1,DEMAGRGWTR31,1,2026,0.0924
Region1,DEMAGRGWTR31,1,2027,0.0919
Region1,DEMAGRGWTR31,1,2028,0.0914
Region1,DEMAGRGWTR31,1,2029,0.0818
Region1,DEMAGRGWTR31,1,2030,0.0839
Region1,DEMAGRWATR01,1,2014,0.246
Region1,DEMAGRWATR01,1,2015,0.246
Region1,DEMAGRWATR01,1,2016,0.2133
Region1,DEMAGRWATR01,1,2017,0.2142
Region1,DEMAGRWATR01,1,2018,0.2133
Region1,DEMAGRWATR01,1,2019,0.2133
Region1,DEMAGRWATR01,1,2020,0.2133
Region1,DEMAGRWATR01,1,2021,0.2133
Region1,DEMAGRWATR01,1,2022,0.2133
Region1,DEMAGRWATR01,1,2023,0.2133
Region1,DEMAGRWATR01,1,2024,0.2132
Region1,DEMAGRWATR01,1,2025,0.2134
Region1,DEMAGRWATR01,1,2026,0.2124
Region1,DEMAGRWATR01,1,2027,0.2135
Region1,DEMAGRWATR01,1,2028,0.2135
Region1,DEMAGRWATR01,1,2029,0.2131
Region1,DEMAGRWATR01,1,2030,0.2131
Region1,DEMAGRWATR02,1,2014,0.0863
Region1,DEMAGRWATR02,1,2015,0.0933
Region1,DEMAGRWATR02,1,2016,0.1001
Region1,DEMAGRWATR02,1,2017,0.0993
Region1,DEMAGRWATR02,1,2018,0.0998
Region1,DEMAGRWATR02,1,2019,0.1
Region1,DEMAGRWATR02,1,2020,0.0998
Region1,DEMAGRWATR02,1,2021,0.1001
Region1,DEMAGRWATR02,1,2022,0.0995
Region1,DEMAGRWATR02,1,2023,0.1001
Region1,DEMAGRWATR02,1,2024,0.0987
Region1,DEMAGRWATR02,1,2025,0.0996
Region1,DEMAGRWATR02,1,2026,0.0996
Region1,DEMAGRWATR02,1,2027,0.098
Region1,DEMAGRWATR02,1,2028,0.0965
Region1,DEMAGRWATR02,1,2029,0.1001
Region1,DEMAGRWATR02,1,2030,0.1001
Region1,DEMAGRWATR03,1,2014,0.0758
Region1,DEMAGRWATR03,1,2015,0.0758
Region1,DEMAGRWATR03,1,2016,0.0766
Region1,DEMAGRWATR03,1,2017,0.074
Region1,DEMAGRWATR03,1,2018,0.0768
Region1,DEMAGRWATR03,1,2019,0.0765
Region1,DEMAGRWATR03,1,2020,0.0765
Region1,DEMAGRWATR03,1,2021,0.0762
Region1,DEMAGRWATR03,1,2022,0.0768
Region1,DEMAGRWATR03,1,2023,0.0762
Region1,DEMAGRWATR03,1,2024,0.0768
Region1,DEMAGRWATR03,1,2025,0.0747
Region1,DEMAGRWATR03,1,2026,0.0748
Region1,DEMAGRWATR03,1,2027,0.0744
Region1,DEMAGRWATR03,1,2028,0.0746
Region1,DEMAGRWATR03,1,2029,0.0768
Region1,DEMAGRWATR03,1,2030,0.0768
Region1,DEMAGRWATR04,1,2014,0.0293
Region1,DEMAGRWATR04,1,2015,0.3427
Region1,DEMAGRWATR04,1,2016,0.3427
Region1,DEMAGRWATR04,1,2017,0.3427
Region1,DEMAGRWATR04,1,2018,0.3427
Region1,DEMAGRWATR04,1,2019,0.3427
Region1,DEMAGRWATR04,1,2020,0.3427
Region1,DEMAGRWATR04,1,2021,0.3427
Region1,DEMAGRWATR04,1,2022,0.3427
Region1,DEMAGRWATR04,1,2023,0.3427
Region1,DEMAGRWATR04,1,2024,0.3427
Region1,DEMAGRWATR04,1,2025,0.3427
Region1,DEMAGRWATR04,1,2026,0.3427
Region1,DEMAGRWATR04,1,2027,0.3427
Region1,DEMAGRWATR04,1,2028,0.3427
Region1,DEMAGRWATR04,1,2029,0.3427
Region1,DEMAGRWATR04,1,2030,0.3427
Region1,DEMAGRWATR05,1,2014,0.0417
Region1,DEMAGRWATR05,1,2015,0.0556
Region1,DEMAGRWATR05,1,2016,0.0556
Region1,DEMAGRWATR05,1,2017,0.0556
Region1,DEMAGRWATR05,1,2018,0.0556
Region1,DEMAGRWATR05,1,2019,0.0556
Region1,DEMAGRWATR05,1,2020,0.0556
Region1,DEMAGRWATR05,1,2021,0.0556
Region1,DEMAGRWATR05,1,2022,0.0556
Region1,DEMAGRWATR05,1,2023,0.0556
Region1,DEMAGRWATR05,1,2024,0.0556
Region1,DEMAGRWATR05,1,2025,0.0556
Region1,DEMAGRWATR05,1,2026,0.0556
Region1,DEMAGRWATR05,1,2027,0.0556
Region1,DEMAGRWATR05,1,2028,0.0556
Region1,DEMAGRWATR05,1,2029,0.0556
Region1,DEMAGRWATR05,1,2030,0.0556
Region1,DEMAGRWATR06,1,2014,0.1107
Region1,DEMAGRWATR06,1,2015,0.153
Region1,DEMAGRWATR06,1,2016,0.153
Region1,DEMAGRWATR06,1,2017,0.153
Region1,DEMAGRWATR06,1,2018,0.153
Region1,DEMAGRWATR06,1,2019,0.153
Region1,DEMAGRWATR06,1,2020,0.153
Region1,DEMAGRWATR06,1,2021,0.153
Region1,DEMAGRWATR06,1,2022,0.153
Region1,DEMAGRWATR06,1,2023,0.153
Region1,DEMAGRWATR06,1,2024,0.153
Region1,DEMAGRWATR06,1,2025,0.153
Region1,DEMAGRWATR06,1,2026,0.153
Region1,DEMAGRWATR06,1,2027,0.153
Region1,DEMAGRWATR06,1,2028,0.153
Region1,DEMAGRWATR06,1,2029,0.153
Region1,DEMAGRWATR06,1,2030,0.153
Region1,DEMAGRWATR07,1,2014,0.0728
Region1,DEMAGRWATR07,1,2015,0.2014
Region1,DEMAGRWATR07,1,2016,0.2014
Region1,DEMAGRWATR07,1,2017,0.2014
Region1,DEMAGRWATR07,1,2018,0.2014
Region1,DEMAGRWATR07,1,2019,0.2014
Region1,DEMAGRWATR07,1,2020,0.2014
Region1,DEMAGRWATR07,1,2021,0.2014
Region1,DEMAGRWATR07,1,2022,0.2014
Region1,DEMAGRWATR07,1,2023,0.2014
Region1,DEMAGRWATR07,1,2024,0.2014
Region1,DEMAGRWATR07,1,2025,0.2014
Region1,DEMAGRWATR07,1,2026,0.2014
Region1,DEMAGRWATR07,1,2027,0.2014
Region1,DEMAGRWATR07,1,2028,0.2014
Region1,DEMAGRWATR07,1,2029,0.2014
Region1,DEMAGRWATR07,1,2030,0.2014
Region1,DEMAGRWATR08,1,2014,0.256
Region1,DEMAGRWATR08,1,2015,0.3174
Region1,DEMAGRWATR08,1,2016,0.3174
Region1,DEMAGRWATR08,1,2017,0.3174
Region1,DEMAGRWATR08,1,2018,0.3174
Region1,DEMAGRWATR08,1,2019,0.3174
Region1,DEMAGRWATR08,1,2020,0.3174
Region1,DEMAGRWATR08,1,2021,0.3174
Region1,DEMAGRWATR08,1,2022,0.3174
Region1,DEMAGRWATR08,1,2023,0.3174
Region1,DEMAGRWATR08,1,2024,0.3174
Region1,DEMAGRWATR08,1,2025,0.3174
Region1,DEMAGRWATR08,1,2026,0.3174
Region1,DEMAGRWATR08,1,2027,0.3174
Region1,DEMAGRWATR08,1,2028,0.3174
Region1,DEMAGRWATR08,1,2029,0.3174
Region1,DEMAGRWATR08,1,2030,0.3174
Region1,DEMAGRWATR09,1,2014,0.0277
Region1,DEMAGRWATR09,1,2015,0.2095
Region1,DEMAGRWATR09,1,2016,0.2365
Region1,DEMAGRWATR09,1,2017,0.2335
Region1,DEMAGRWATR09,1,2018,0.2347
Region1,DEMAGRWATR09,1,2019,0.2389
Region1,DEMAGRWATR09,1,2020,0.245
Region1,DEMAGRWATR09,1,2021,0.2492
Region1,DEMAGRWATR09,1,2022,0.2499
Region1,DEMAGRWATR09,1,2023,0.2526
Region1,DEMAGRWATR09,1,2024,0.2553
Region1,DEMAGRWATR09,1,2025,0.2602
Region1,DEMAGRWATR09,1,2026,0.2622
Region1,DEMAGRWATR09,1,2027,0.264
Region1,DEMAGRWATR09,1,2028,0.266
Region1,DEMAGRWATR09,1,2029,0.2796
Region1,DEMAGRWATR09,1,2030,0.3115
Region1,DEMAGRWATR10,1,2014,0.0432
Region1,DEMAGRWATR10,1,2015,0.2903
Region1,DEMAGRWATR10,1,2016,0.3116
Region1,DEMAGRWATR10,1,2017,0.1704
Region1,DEMAGRWATR10,1,2018,0.2877
Region1,DEMAGRWATR10,1,2019,0.2875
Region1,DEMAGRWATR10,1,2020,0.2873
Region1,DEMAGRWATR10,1,2021,0.2872
Region1,DEMAGRWATR10,1,2022,0.287
Region1,DEMAGRWATR10,1,2023,0.2868
Region1,DEMAGRWATR10,1,2024,0.2865
Region1,DEMAGRWATR10,1,2025,0.2863
Region1,DEMAGRWATR10,1,2026,0.2861
Region1,DEMAGRWATR10,1,2027,0.2859
Region1,DEMAGRWATR10,1,2028,0.2857
Region1,DEMAGRWATR10,1,2029,0.168
Region1,DEMAGRWATR10,1,2030,0.1671
Region1,DEMAGRWATR11,1,2014,0.028
Region1,DEMAGRWATR11,1,2015,0.0908
Region1,DEMAGRWATR11,1,2016,0.0908
Region1,DEMAGRWATR11,1,2017,0.091
Region1,DEMAGRWATR11,1,2018,0.091
Region1,DEMAGRWATR11,1,2019,0.091
Region1,DEMAGRWATR11,1,2020,0.091
Region1,DEMAGRWATR11,1,2021,0.091
Region1,DEMAGRWATR11,1,2022,0.091
Region1,DEMAGRWATR11,1,2023,0.091
Region1,DEMAGRWATR11,1,2024,0.091
Region1,DEMAGRWATR11,1,2025,0.091
Region1,DEMAGRWATR11,1,2026,0.091
Region1,DEMAGRWATR11,1,2027,0.091
Region1,DEMAGRWATR11,1,2028,0.091
Region1,DEMAGRWATR11,1,2029,0.091
Region1,DEMAGRWATR11,1,2030,0.091
Region1,DEMAGRWATR12,1,2014,0.2089
Region1,DEMAGRWATR12,1,2015,0.9634
Region1,DEMAGRWATR12,1,2016,0.9634
Region1,DEMAGRWATR12,1,2017,0.9634
Region1,DEMAGRWATR12,1,2018,0.9634
Region1,DEMAGRWATR12,1,2019,0.9634
Region1,DEMAGRWATR12,1,2020,0.9634
Region1,DEMAGRWATR12,1,2021,0.9634
Region1,DEMAGRWATR12,1,2022,0.9634
Region1,DEMAGRWATR12,1,2023,0.9634
Region1,DEMAGRWATR12,1,2024,0.9634
Region1,DEMAGRWATR12,1,2025,0.9634
Region1,DEMAGRWATR12,1,2026,0.9634
Region1,DEMAGRWATR12,1,2027,0.9634
Region1,DEMAGRWATR12,1,2028,0.9634
Region1,DEMAGRWATR12,1,2029,0.9634
Region1,DEMAGRWATR12,1,2030,0.9634
Region1,DEMAGRWATR13,1,2014,0.2202
Region1,DEMAGRWATR13,1,2015,0.492
Region1,DEMAGRWATR13,1,2016,0.492
Region1,DEMAGRWATR13,1,2017,0.4891
Region1,DEMAGRWATR13,1,2018,0.492
Region1,DEMAGRWATR13,1,2019,0.492
Region1,DEMAGRWATR13,1,2020,0.492
Region1,DEMAGRWATR13,1,2021,0.492
Region1,DEMAGRWATR13,1,2022,0.492
Region1,DEMAGRWATR13,1,2023,0.492
Region1,DEMAGRWATR13,1,2024,0.492
Region1,DEMAGRWATR13,1,2025,0.492
Region1,DEMAGRWATR13,1,2026,0.492
Region1,DEMAGRWATR13,1,2027,0.492
Region1,DEMAGRWATR13,1,2028,0.492
Region1,DEMAGRWATR13,1,2029,0.492
Region1,DEMAGRWATR13,1,2030,0.492
Region1,DEMAGRWATR14,1,2014,0.1927
Region1,DEMAGRWATR14,1,2015,0.498
Region1,DEMAGRWATR14,1,2016,0.498
Region1,DEMAGRWATR14,1,2017,0.498
Region1,DEMAGRWATR14,1,2018,0.498
Region1,DEMAGRWATR14,1,2019,0.498
Region1,DEMAGRWATR14,1,2020,0.498
Region1,DEMAGRWATR14,1,2021,0.498
Region1,DEMAGRWATR14,1,2022,0.498
Region1,DEMAGRWATR14,1,2023,0.498
Region1,DEMAGRWATR14,1,2024,0.498
Region1,DEMAGRWATR14,1,2025,0.498
Region1,DEMAGRWATR14,1,2026,0.498
Region1,DEMAGRWATR14,1,2027,0.498
Region1,DEMAGRWATR14,1,2028,0.498
Region1,DEMAGRWATR14,1,2029,0.498
Region1,DEMAGRWATR14,1,2030,0.498
Region1,DEMAGRWATR15,1,2014,0.1396
Region1,DEMAGRWATR15,1,2015,0.2448
Region1,DEMAGRWATR15,1,2016,0.2448
Region1,DEMAGRWATR15,1,2017,0.2448
Region1,DEMAGRWATR15,1,2018,0.2448
Region1,DEMAGRWATR15,1,2019,0.2448
Region1,DEMAGRWATR15,1,2020,0.2448
Region1,DEMAGRWATR15,1,2021,0.2448
Region1,DEMAGRWATR15,1,2022,0.2448
Region1,DEMAGRWATR15,1,2023,0.2448
Region1,DEMAGRWATR15,1,2024,0.2448
Region1,DEMAGRWATR15,1,2025,0.2448
Region1,DEMAGRWATR15,1,2026,0.2448
Region1,DEMAGRWATR15,1,2027,0.2448
Region1,DEMAGRWATR15,1,2028,0.2448
Region1,DEMAGRWATR15,1,2029,0.2448
Region1,DEMAGRWATR15,1,2030,0.2448
Region1,DEMAGRWATR16,1,2014,0.3276
Region1,DEMAGRWATR16,1,2015,0.5798
Region1,DEMAGRWATR16,1,2016,0.5798
Region1,DEMAGRWATR16,1,2017,0.5799
Region1,DEMAGRWATR16,1,2018,0.5799
Region1,DEMAGRWATR16,1,2019,0.5799
Region1,DEMAGRWATR16,1,2020,0.5799
Region1,DEMAGRWATR16,1,2021,0.5799
Region1,DEMAGRWATR16,1,2022,0.5799
Region1,DEMAGRWATR16,1,2023,0.5799
Region1,DEMAGRWATR16,1,2024,0.5799
Region1,DEMAGRWATR16,1,2025,0.5799
Region1,DEMAGRWATR16,1,2026,0.5799
Region1,DEMAGRWATR16,1,2027,0.5799
Region1,DEMAGRWATR16,1,2028,0.5799
Region1,DEMAGRWATR16,1,2029,0.5799
Region1,DEMAGRWATR16,1,2030,0.5799
Region1,DEMAGRWATR17,1,2014,0.4382
Region1,DEMAGRWATR17,1,2015,0.6706
Region1,DEMAGRWATR17,1,2016,0.6706
Region1,DEMAGRWATR17,1,2017,0.6706
Region1,DEMAGRWATR17,1,2018,0.6706
Region1,DEMAGRWATR17,1,2019,0.6706
Region1,DEMAGRWATR17,1,2020,0.6706
Region1,DEMAGRWATR17,1,2021,0.6706
Region1,DEMAGRWATR17,1,2022,0.6706
Region1,DEMAGRWATR17,1,2023,0.6706
Region1,DEMAGRWATR17,1,2024,0.6706
Region1,DEMAGRWATR17,1,2025,0.6706
Region1,DEMAGRWATR17,1,2026,0.6706
Region1,DEMAGRWATR17,1,2027,0.6706
Region1,DEMAGRWATR17,1,2028,0.6706
Region1,DEMAGRWATR17,1,2029,0.6706
Region1,DEMAGRWATR17,1,2030,0.6706
Region1,DEMAGRWATR18,1,2014,0.0022
Region1,DEMAGRWATR18,1,2015,0.0025
Region1,DEMAGRWATR18,1,2016,0.0023
Region1,DEMAGRWATR18,1,2017,0.0023
Region1,DEMAGRWATR18,1,2018,0.0023
Region1,DEMAGRWATR18,1,2019,0.0023
Region1,DEMAGRWATR18,1,2020,0.0023
Region1,DEMAGRWATR18,1,2021,0.0023
Region1,DEMAGRWATR18,1,2022,0.0023
Region1,DEMAGRWATR18,1,2023,0.0025
Region1,DEMAGRWATR18,1,2024,0.0025
Region1,DEMAGRWATR18,1,2025,0.0025
Region1,DEMAGRWATR18,1,2026,0.0025
Region1,DEMAGRWATR18,1,2027,0.0025
Region1,DEMAGRWATR18,1,2028,0.0025
Region1,DEMAGRWATR18,1,2029,0.0023
Region1,DEMAGRWATR18,1,2030,0.0023
Region1,DEMAGRWATR19,1,2014,0.1949
Region1,DEMAGRWATR19,1,2015,0.1996
Region1,DEMAGRWATR19,1,2016,0.1796
Region1,DEMAGRWATR19,1,2017,0.1784
Region1,DEMAGRWATR19,1,2018,0.1796
Region1,DEMAGRWATR19,1,2019,0.1796
Region1,DEMAGRWATR19,1,2020,0.1796
Region1,DEMAGRWATR19,1,2021,0.1796
Region1,DEMAGRWATR19,1,2022,0.1796
Region1,DEMAGRWATR19,1,2023,0.1796
Region1,DEMAGRWATR19,1,2024,0.1796
Region1,DEMAGRWATR19,1,2025,0.1796
Region1,DEMAGRWATR19,1,2026,0.1796
Region1,DEMAGRWATR19,1,2027,0.1796
Region1,DEMAGRWATR19,1,2028,0.1796
Region1,DEMAGRWATR19,1,2029,0.1598
Region1,DEMAGRWATR19,1,2030,0.1598
Region1,DEMAGRWATR20,1,2014,0.0358
Region1,DEMAGRWATR20,1,2015,0.0259
Region1,DEMAGRWATR20,1,2016,0.0259
Region1,DEMAGRWATR20,1,2017,0.0259
Region1,DEMAGRWATR20,1,2018,0.0259
Region1,DEMAGRWATR20,1,2019,0.0259
Region1,DEMAGRWATR20,1,2020,0.0259
Region1,DEMAGRWATR20,1,2021,0.0259
Region1,DEMAGRWATR20,1,2022,0.0259
Region1,DEMAGRWATR20,1,2023,0.0259
Region1,DEMAGRWATR20,1,2024,0.0259
Region1,DEMAGRWATR20,1,2025,0.0259
Region1,DEMAGRWATR20,1,2026,0.0259
Region1,DEMAGRWATR20,1,2027,0.0259
Region1,DEMAGRWATR20,1,2028,0.0259
Region1,DEMAGRWATR20,1,2029,0.0259
Region1,DEMAGRWATR20,1,2030,0.0259
Region1,DEMAGRWATR21,1,2014,0.1738
Region1,DEMAGRWATR21,1,2015,0.1007
Region1,DEMAGRWATR21,1,2016,0.1007
Region1,DEMAGRWATR21,1,2017,0.0956
Region1,DEMAGRWATR21,1,2018,0.1007
Region1,DEMAGRWATR21,1,2019,0.1007
Region1,DEMAGRWATR21,1,2020,0.1007
Region1,DEMAGRWATR21,1,2021,0.1007
Region1,DEMAGRWATR21,1,2022,0.1006
Region1,DEMAGRWATR21,1,2023,0.1007
Region1,DEMAGRWATR21,1,2024,0.1007
Region1,DEMAGRWATR21,1,2025,0.1007
Region1,DEMAGRWATR21,1,2026,0.1007
Region1,DEMAGRWATR21,1,2027,0.1007
Region1,DEMAGRWATR21,1,2028,0.1007
Region1,DEMAGRWATR21,1,2029,0.1007
Region1,DEMAGRWATR21,1,2030,0.1007
Region1,DEMAGRWATR22,1,2014,0.0021
Region1,DEMAGRWATR22,1,2015,0.0066
Region1,DEMAGRWATR22,1,2016,0.0066
Region1,DEMAGRWATR22,1,2017,0.0066
Region1,DEMAGRWATR22,1,2018,0.0066
Region1,DEMAGRWATR22,1,2019,0.0066
Region1,DEMAGRWATR22,1,2020,0.0066
Region1,DEMAGRWATR22,1,2021,0.0066
Region1,DEMAGRWATR22,1,2022,0.0066
Region1,DEMAGRWATR22,1,2023,0.0066
Region1,DEMAGRWATR22,1,2024,0.0066
Region1,DEMAGRWATR22,1,2025,0.0066
Region1,DEMAGRWATR22,1,2026,0.0066
Region1,DEMAGRWATR22,1,2027,0.0066
Region1,DEMAGRWATR22,1,2028,0.0066
Region1,DEMAGRWATR22,1,2029,0.0066
Region1,DEMAGRWATR22,1,2030,0.0066
Region1,DEMAGRWATR23,1,2014,0.0199
Region1,DEMAGRWATR23,1,2015,0.0401
Region1,DEMAGRWATR23,1,2016,0.0401
Region1,DEMAGRWATR23,1,2017,0.0401
Region1,DEMAGRWATR23,1,2018,0.0401
Region1,DEMAGRWATR23,1,2019,0.0401
Region1,DEMAGRWATR23,1,2020,0.0401
Region1,DEMAGRWATR23,1,2021,0.0401
Region1,DEMAGRWATR23,1,2022,0.0401
Region1,DEMAGRWATR23,1,2023,0.0401
Region1,DEMAGRWATR23,1,2024,0.0401
Region1,DEMAGRWATR23,1,2025,0.0401
Region1,DEMAGRWATR23,1,2026,0.0401
Region1,DEMAGRWATR23,1,2027,0.0401
Region1,DEMAGRWATR23,1,2028,0.0401
Region1,DEMAGRWATR23,1,2029,0.0401
Region1,DEMAGRWATR23,1,2030,0.0401
Region1,DEMAGRWATR24,1,2014,0.1303
Region1,DEMAGRWATR24,1,2015,0.1363
Region1,DEMAGRWATR24,1,2016,0.1363
Region1,DEMAGRWATR24,1,2017,0.1363
Region1,DEMAGRWATR24,1,2018,0.1363
Region1,DEMAGRWATR24,1,2019,0.1363
Region1,DEMAGRWATR24,1,2020,0.1363
Region1,DEMAGRWATR24,1,2021,0.1363
Region1,DEMAGRWATR24,1,2022,0.1363
Region1,DEMAGRWATR24,1,2023,0.1363
Region1,DEMAGRWATR24,1,2024,0.1363
Region1,DEMAGRWATR24,1,2025,0.1363
Region1,DEMAGRWATR24,1,2026,0.1363
Region1,DEMAGRWATR24,1,2027,0.1363
Region1,DEMAGRWATR24,1,2028,0.1363
Region1,DEMAGRWATR24,1,2029,0.1363
Region1,DEMAGRWATR24,1,2030,0.1363
Region1,DEMAGRWATR25,1,2014,0.038
Region1,DEMAGRWATR25,1,2015,0.0402
Region1,DEMAGRWATR25,1,2016,0.0402
Region1,DEMAGRWATR25,1,2017,0.0402
Region1,DEMAGRWATR25,1,2018,0.0402
Region1,DEMAGRWATR25,1,2019,0.0402
Region1,DEMAGRWATR25,1,2020,0.0402
Region1,DEMAGRWATR25,1,2021,0.0402
Region1,DEMAGRWATR25,1,2022,0.0402
Region1,DEMAGRWATR25,1,2023,0.0402
Region1,DEMAGRWATR25,1,2024,0.0402
Region1,DEMAGRWATR25,1,2025,0.0402
Region1,DEMAGRWATR25,1,2026,0.0402
Region1,DEMAGRWATR25,1,2027,0.0402
Region1,DEMAGRWATR25,1,2028,0.0402
Region1,DEMAGRWATR25,1,2029,0.0402
Region1,DEMAGRWATR25,1,2030,0.0402
Region1,DEMAGRWATR26,1,2014,0.0912
Region1,DEMAGRWATR26,1,2015,0.2901
Region1,DEMAGRWATR26,1,2016,0.2901
Region1,DEMAGRWATR26,1,2017,0.2901
Region1,DEMAGRWATR26,1,2018,0.2901
Region1,DEMAGRWATR26,1,2019,0.2901
Region1,DEMAGRWATR26,1,2020,0.2901
Region1,DEMAGRWATR26,1,2021,0.2901
Region1,DEMAGRWATR26,1,2022,0.2901
Region1,DEMAGRWATR26,1,2023,0.2901
Region1,DEMAGRWATR26,1,2024,0.2901
Region1,DEMAGRWATR26,1,2025,0.2901
Region1,DEMAGRWATR26,1,2026,0.2901
Region1,DEMAGRWATR26,1,2027,0.2901
Region1,DEMAGRWATR26,1,2028,0.2901
Region1,DEMAGRWATR26,1,2029,0.2901
Region1,DEMAGRWATR26,1,2030,0.2901
Region1,DEMAGRWATR27,1,2014,0.0067
Region1,DEMAGRWATR27,1,2015,0.0419
Region1,DEMAGRWATR27,1,2016,0.0419
Region1,DEMAGRWATR27,1,2017,0.0419
Region1,DEMAGRWATR27,1,2018,0.0419
Region1,DEMAGRWATR27,1,2019,0.0419
Region1,DEMAGRWATR27,1,2020,0.0419
Region1,DEMAGRWATR27,1,2021,0.0419
Region1,DEMAGRWATR27,1,2022,0.0419
Region1,DEMAGRWATR27,1,2023,0.0419
Region1,DEMAGRWATR27,1,2024,0.0419
Region1,DEMAGRWATR27,1,2025,0.0419
Region1,DEMAGRWATR27,1,2026,0.0419
Region1,DEMAGRWATR27,1,2027,0.0419
Region1,DEMAGRWATR27,1,2028,0.0419
Region1,DEMAGRWATR27,1,2029,0.0419
Region1,DEMAGRWATR27,1,2030,0.0419
Region1,DEMAGRWATR28,1,2014,0.02
Region1,DEMAGRWATR28,1,2015,0.1089
Region1,DEMAGRWATR28,1,2016,0.1034
Region1,DEMAGRWATR28,1,2017,0.0856
Region1,DEMAGRWATR28,1,2018,0.1144
Region1,DEMAGRWATR28,1,2019,0.1182
Region1,DEMAGRWATR28,1,2020,0.1267
Region1,DEMAGRWATR28,1,2021,0.1414
Region1,DEMAGRWATR28,1,2022,0.1476
Region1,DEMAGRWATR28,1,2023,0.1481
Region1,DEMAGRWATR28,1,2024,0.1486
Region1,DEMAGRWATR28,1,2025,0.1504
Region1,DEMAGRWATR28,1,2026,0.1504
Region1,DEMAGRWATR28,1,2027,0.1539
Region1,DEMAGRWATR28,1,2028,0.1574
Region1,DEMAGRWATR28,1,2029,0.113
Region1,DEMAGRWATR28,1,2030,0.0908
Region1,DEMAGRWATR29,1,2014,0.2403
Region1,DEMAGRWATR29,1,2015,0.2233
Region1,DEMAGRWATR29,1,2016,0.243
Region1,DEMAGRWATR29,1,2017,0.2152
Region1,DEMAGRWATR29,1,2018,0.2401
Region1,DEMAGRWATR29,1,2019,0.2401
Region1,DEMAGRWATR29,1,2020,0.2401
Region1,DEMAGRWATR29,1,2021,0.2401
Region1,DEMAGRWATR29,1,2022,0.2401
Region1,DEMAGRWATR29,1,2023,0.2401
Region1,DEMAGRWATR29,1,2024,0.2401
Region1,DEMAGRWATR29,1,2025,0.2389
Region1,DEMAGRWATR29,1,2026,0.2401
Region1,DEMAGRWATR29,1,2027,0.2401
Region1,DEMAGRWATR29,1,2028,0.2401
Region1,DEMAGRWATR29,1,2029,0.2152
Region1,DEMAGRWATR29,1,2030,0.2152
Region1,DEMAGRWATR30,1,2014,0.2315
Region1,DEMAGRWATR30,1,2015,0.2496
Region1,DEMAGRWATR30,1,2016,0.2496
Region1,DEMAGRWATR30,1,2017,0.2496
Region1,DEMAGRWATR30,1,2018,0.2496
Region1,DEMAGRWATR30,1,2019,0.2499
Region1,DEMAGRWATR30,1,2020,0.2499
Region1,DEMAGRWATR30,1,2021,0.2499
Region1,DEMAGRWATR30,1,2022,0.2499
Region1,DEMAGRWATR30,1,2023,0.2499
Region1,DEMAGRWATR30,1,2024,0.2499
Region1,DEMAGRWATR30,1,2025,0.2499
Region1,DEMAGRWATR30,1,2026,0.2499
Region1,DEMAGRWATR30,1,2027,0.2499
Region1,DEMAGRWATR30,1,2028,0.2499
Region1,DEMAGRWATR30,1,2029,0.2496
Region1,DEMAGRWATR30,1,2030,0.2496
Region1,DEMAGRWATR31,1,2014,0.2252
