r,t,f,y,ProductionByTechnologyAnnual
REGION1,DEMAGRSURMRD,AGRWATMRD,2027,6.2336
REGION1,DEMAGRSURMRD,AGRWATMRD,2028,6.3493
REGION1,DEMAGRSURMRD,AGRWATMRD,2029,6.5183
REGION1,DEMAGRSURMRD,AGRWATMRD,2030,6.6129
REGION1,DEMAGRSURNOC,AGRWATNOC,2016,1.8088
REGION1,DEMAGRSURNOC,AGRWATNOC,2017,1.9571
REGION1,DEMAGRSURNOC,AGRWATNOC,2018,2.0547
REGION1,DEMAGRSURNOC,AGRWATNOC,2019,2.2403
REGION1,DEMAGRSURNOC,AGRWATNOC,2020,2.4418
REGION1,DEMAGRSURNOC,AGRWATNOC,2021,2.5917
REGION1,DEMAGRSURNOC,AGRWATNOC,2022,2.7722
REGION1,DEMAGRSURNOC,AGRWATNOC,2023,2.9708
REGION1,DEMAGRSURNOC,AGRWATNOC,2024,3.1719
REGION1,DEMAGRSURNOC,AGRWATNOC,2025,3.3405
REGION1,DEMAGRSURNOC,AGRWATNOC,2026,3.5069
REGION1,DEMAGRSURNOC,AGRWATNOC,2027,3.6477
REGION1,DEMAGRSURNOC,AGRWATNOC,2028,3.7575
REGION1,DEMAGRSURNOC,AGRWATNOC,2029,3.8412
REGION1,DEMAGRSURNOC,AGRWATNOC,2030,3.9091
REGION1,DEMAGRSURNOE,AGRWATNOE,2016,0.1644
REGION1,DEMAGRSURNOE,AGRWATNOE,2017,0.1812
REGION1,DEMAGRSURNOE,AGRWATNOE,2018,0.1608
REGION1,DEMAGRSURNOE,AGRWATNOE,2019,0.1568
REGION1,DEMAGRSURNOE,AGRWATNOE,2020,0.1614
REGION1,DEMAGRSURNOE,AGRWATNOE,2021,0.158
REGION1,DEMAGRSURNOE,AGRWATNOE,2022,0.1531
REGION1,DEMAGRSURNOE,AGRWATNOE,2023,0.1495
REGION1,DEMAGRSURNOE,AGRWATNOE,2024,0.1353
REGION1,DEMAGRSURNOE,AGRWATNOE,2025,0.1282
REGION1,DEMAGRSURNOE,AGRWATNOE,2026,0.1145
REGION1,DEMAGRSURNOE,AGRWATNOE,2027,0.1037
REGION1,DEMAGRSURNOE,AGRWATNOE,2028,0.0935
REGION1,DEMAGRSURNOE,AGRWATNOE,2029,0.0845
REGION1,DEMAGRSURNOE,AGRWATNOE,2030,0.0765
REGION1,DEMAGRSURNOW,AGRWATNOW,2016,0.5089
REGION1,DEMAGRSURNOW,AGRWATNOW,2017,0.5869
REGION1,DEMAGRSURNOW,AGRWATNOW,2018,0.6661
REGION1,DEMAGRSURNOW,AGRWATNOW,2019,0.6678
REGION1,DEMAGRSURNOW,AGRWATNOW,2020,0.659
REGION1,DEMAGRSURNOW,AGRWATNOW,2021,0.6487
REGION1,DEMAGRSURNOW,AGRWATNOW,2022,0.6322
REGION1,DEMAGRSURNOW,AGRWATNOW,2023,0.6029
REGION1,DEMAGRSURNOW,AGRWATNOW,2024,0.5789
REGION1,DEMAGRSURNOW,AGRWATNOW,2025,0.553
REGION1,DEMAGRSURNOW,AGRWATNOW,2026,0.5344
REGION1,DEMAGRSURNOW,AGRWATNOW,2027,0.5262
REGION1,DEMAGRSURNOW,AGRWATNOW,2028,0.5281
REGION1,DEMAGRSURNOW,AGRWATNOW,2029,0.4879
REGION1,DEMAGRSURNOW,AGRWATNOW,2030,0.457
REGION1,DEMAGRSURRRD,AGRWATRRD,2016,0.2005
REGION1,DEMAGRSURRRD,AGRWATRRD,2017,0.1889
REGION1,DEMAGRSURRRD,AGRWATRRD,2018,0.1785
REGION1,DEMAGRSURRRD,AGRWATRRD,2019,0.1681
REGION1,DEMAGRSURRRD,AGRWATRRD,2020,0.158
REGION1,DEMAGRSURRRD,AGRWATRRD,2021,0.1481
REGION1,DEMAGRSURRRD,AGRWATRRD,2022,0.1392
REGION1,DEMAGRSURRRD,AGRWATRRD,2023,0.1287
REGION1,DEMAGRSURRRD,AGRWATRRD,2024,0.1179
REGION1,DEMAGRSURRRD,AGRWATRRD,2025,0.1031
REGION1,DEMAGRSURRRD,AGRWATRRD,2026,0.0877
REGION1,DEMAGRSURRRD,AGRWATRRD,2027,0.0783
REGION1,DEMAGRSURRRD,AGRWATRRD,2028,0.0729
REGION1,DEMAGRSURRRD,AGRWATRRD,2029,0.0699
REGION1,DEMAGRSURRRD,AGRWATRRD,2030,0.0615
REGION1,DEMAGRSURSOC,AGRWATSOC,2016,5.2975
REGION1,DEMAGRSURSOC,AGRWATSOC,2017,5.9645
REGION1,DEMAGRSURSOC,AGRWATSOC,2018,6.3801
REGION1,DEMAGRSURSOC,AGRWATSOC,2019,6.7509
REGION1,DEMAGRSURSOC,AGRWATSOC,2020,7.4929
REGION1,DEMAGRSURSOC,AGRWATSOC,2021,8.148
REGION1,DEMAGRSURSOC,AGRWATSOC,2022,8.7763
REGION1,DEMAGRSURSOC,AGRWATSOC,2023,9.4773
REGION1,DEMAGRSURSOC,AGRWATSOC,2024,10.136
REGION1,DEMAGRSURSOC,AGRWATSOC,2025,10.8565
REGION1,DEMAGRSURSOC,AGRWATSOC,2026,11.5045
REGION1,DEMAGRSURSOC,AGRWATSOC,2027,12.2469
REGION1,DEMAGRSURSOC,AGRWATSOC,2028,12.9525
REGION1,DEMAGRSURSOC,AGRWATSOC,2029,13.6153
REGION1,DEMAGRSURSOC,AGRWATSOC,2030,14.2108
REGION1,DEMAGRSURSOE,AGRWATSOE,2016,5.1719
REGION1,DEMAGRSURSOE,AGRWATSOE,2017,5.3355
REGION1,DEMAGRSURSOE,AGRWATSOE,2018,5.6347
REGION1,DEMAGRSURSOE,AGRWATSOE,2019,6.0323
REGION1,DEMAGRSURSOE,AGRWATSOE,2020,6.4805
REGION1,DEMAGRSURSOE,AGRWATSOE,2021,6.8124
REGION1,DEMAGRSURSOE,AGRWATSOE,2022,7.2044
REGION1,DEMAGRSURSOE,AGRWATSOE,2023,7.5806
REGION1,DEMAGRSURSOE,AGRWATSOE,2024,8.0318
REGION1,DEMAGRSURSOE,AGRWATSOE,2025,8.4636
REGION1,DEMAGRSURSOE,AGRWATSOE,2026,8.8722
REGION1,DEMAGRSURSOE,AGRWATSOE,2027,9.2486
REGION1,DEMAGRSURSOE,AGRWATSOE,2028,9.6012
REGION1,DEMAGRSURSOE,AGRWATSOE,2029,9.94
REGION1,DEMAGRSURSOE,AGRWATSOE,2030,10.256
REGION1,DEMCOMBIO,COMBIO,2016,0.132
REGION1,DEMCOMBIO,COMBIO,2017,0.142
REGION1,DEMCOMBIO,COMBIO,2018,0.151
REGION1,DEMCOMBIO,COMBIO,2019,0.161
REGION1,DEMCOMBIO,COMBIO,2020,0.177
REGION1,DEMCOMBIO,COMBIO,2021,0.193
REGION1,DEMCOMBIO,COMBIO,2022,0.208
REGION1,DEMCOMBIO,COMBIO,2023,0.224
REGION1,DEMCOMBIO,COMBIO,2024,0.24
REGION1,DEMCOMBIO,COMBIO,2025,0.256
REGION1,DEMCOMBIO,COMBIO,2026,0.272
REGION1,DEMCOMBIO,COMBIO,2027,0.287
REGION1,DEMCOMBIO,COMBIO,2028,0.303
REGION1,DEMCOMBIO,COMBIO,2029,0.319
REGION1,DEMCOMBIO,COMBIO,2030,0.333
REGION1,DEMCOMCOA,COMCOA,2016,1.731
REGION1,DEMCOMCOA,COMCOA,2017,1.858
REGION1,DEMCOMCOA,COMCOA,2018,1.985
REGION1,DEMCOMCOA,COMCOA,2019,2.111
REGION1,DEMCOMCOA,COMCOA,2020,2.319
REGION1,DEMCOMCOA,COMCOA,2021,2.526
REGION1,DEMCOMCOA,COMCOA,2022,2.734
REGION1,DEMCOMCOA,COMCOA,2023,2.941
REGION1,DEMCOMCOA,COMCOA,2024,3.148
REGION1,DEMCOMCOA,COMCOA,2025,3.356
REGION1,DEMCOMCOA,COMCOA,2026,3.563
REGION1,DEMCOMCOA,COMCOA,2027,3.77
REGION1,DEMCOMCOA,COMCOA,2028,3.977
REGION1,DEMCOMCOA,COMCOA,2029,4.185
REGION1,DEMCOMCOA,COMCOA,2030,4.366
REGION1,DEMCOMDSL,COMDSL,2016,17.415
REGION1,DEMCOMDSL,COMDSL,2017,18.688
REGION1,DEMCOMDSL,COMDSL,2018,19.961
REGION1,DEMCOMDSL,COMDSL,2019,21.233
REGION1,DEMCOMDSL,COMDSL,2020,23.321
REGION1,DEMCOMDSL,COMDSL,2021,25.408
REGION1,DEMCOMDSL,COMDSL,2022,27.495
REGION1,DEMCOMDSL,COMDSL,2023,29.581
REGION1,DEMCOMDSL,COMDSL,2024,31.666
REGION1,DEMCOMDSL,COMDSL,2025,33.751
REGION1,DEMCOMDSL,COMDSL,2026,35.836
REGION1,DEMCOMDSL,COMDSL,2027,37.921
REGION1,DEMCOMDSL,COMDSL,2028,40.005
REGION1,DEMCOMDSL,COMDSL,2029,42.089
REGION1,DEMCOMDSL,COMDSL,2030,43.912
REGION1,DEMCOMELCC02,COMELCC02,2016,5.0423
REGION1,DEMCOMELCC02,COMELCC02,2017,5.2466
REGION1,DEMCOMELCC02,COMELCC02,2018,5.4459
REGION1,DEMCOMELCC02,COMELCC02,2019,5.6408
REGION1,DEMCOMELCC02,COMELCC02,2020,5.9279
REGION1,DEMCOMELCC02,COMELCC02,2021,6.2035
REGION1,DEMCOMELCC02,COMELCC02,2022,6.4689
REGION1,DEMCOMELCC02,COMELCC02,2023,6.7255
REGION1,DEMCOMELCC02,COMELCC02,2024,6.9741
REGION1,DEMCOMELCC02,COMELCC02,2025,7.2157
REGION1,DEMCOMELCC02,COMELCC02,2026,7.4509
REGION1,DEMCOMELCC02,COMELCC02,2027,7.6803
REGION1,DEMCOMELCC02,COMELCC02,2028,7.9044
REGION1,DEMCOMELCC02,COMELCC02,2029,8.1236
REGION1,DEMCOMELCC02,COMELCC02,2030,8.3015
REGION1,DEMCOMELCN02,COMELCN02,2016,22.2816
REGION1,DEMCOMELCN02,COMELCN02,2017,23.1845
REGION1,DEMCOMELCN02,COMELCN02,2018,24.0652
REGION1,DEMCOMELCN02,COMELCN02,2019,24.9261
REGION1,DEMCOMELCN02,COMELCN02,2020,26.1949
REGION1,DEMCOMELCN02,COMELCN02,2021,27.4126
REGION1,DEMCOMELCN02,COMELCN02,2022,28.5856
REGION1,DEMCOMELCN02,COMELCN02,2023,29.7194
REGION1,DEMCOMELCN02,COMELCN02,2024,30.8182
REGION1,DEMCOMELCN02,COMELCN02,2025,31.8857
REGION1,DEMCOMELCN02,COMELCN02,2026,32.925
REGION1,DEMCOMELCN02,COMELCN02,2027,33.9386
REGION1,DEMCOMELCN02,COMELCN02,2028,34.9288
REGION1,DEMCOMELCN02,COMELCN02,2029,35.8976
REGION1,DEMCOMELCN02,COMELCN02,2030,36.6839
REGION1,DEMCOMELCS02,COMELCS02,2016,27.2557
REGION1,DEMCOMELCS02,COMELCS02,2017,28.3602
REGION1,DEMCOMELCS02,COMELCS02,2018,29.4375
REGION1,DEMCOMELCS02,COMELCS02,2019,30.4906
REGION1,DEMCOMELCS02,COMELCS02,2020,32.0427
REGION1,DEMCOMELCS02,COMELCS02,2021,33.5322
REGION1,DEMCOMELCS02,COMELCS02,2022,34.9671
REGION1,DEMCOMELCS02,COMELCS02,2023,36.354
REGION1,DEMCOMELCS02,COMELCS02,2024,37.6981
REGION1,DEMCOMELCS02,COMELCS02,2025,39.0039
REGION1,DEMCOMELCS02,COMELCS02,2026,40.2752
REGION1,DEMCOMELCS02,COMELCS02,2027,41.5151
REGION1,DEMCOMELCS02,COMELCS02,2028,42.7264
REGION1,DEMCOMELCS02,COMELCS02,2029,43.9115
REGION1,DEMCOMELCS02,COMELCS02,2030,44.8732
REGION1,DEMCOMKER,COMKER,2016,0.35
REGION1,DEMCOMKER,COMKER,2017,0.376
REGION1,DEMCOMKER,COMKER,2018,0.402
REGION1,DEMCOMKER,COMKER,2019,0.427
REGION1,DEMCOMKER,COMKER,2020,0.469
REGION1,DEMCOMKER,COMKER,2021,0.511
REGION1,DEMCOMKER,COMKER,2022,0.553
REGION1,DEMCOMKER,COMKER,2023,0.595
REGION1,DEMCOMKER,COMKER,2024,0.637
REGION1,DEMCOMKER,COMKER,2025,0.679
REGION1,DEMCOMKER,COMKER,2026,0.721
REGION1,DEMCOMKER,COMKER,2027,0.763
REGION1,DEMCOMKER,COMKER,2028,0.805
REGION1,DEMCOMKER,COMKER,2029,0.847
REGION1,DEMCOMKER,COMKER,2030,0.884
REGION1,DEMCOMLPG,COMLPG,2016,26.11
REGION1,DEMCOMLPG,COMLPG,2017,28.019
REGION1,DEMCOMLPG,COMLPG,2018,29.927
REGION1,DEMCOMLPG,COMLPG,2019,31.834
REGION1,DEMCOMLPG,COMLPG,2020,34.964
REGION1,DEMCOMLPG,COMLPG,2021,38.093
REGION1,DEMCOMLPG,COMLPG,2022,41.222
REGION1,DEMCOMLPG,COMLPG,2023,44.349
REGION1,DEMCOMLPG,COMLPG,2024,47.476
REGION1,DEMCOMLPG,COMLPG,2025,50.602
REGION1,DEMCOMLPG,COMLPG,2026,53.728
REGION1,DEMCOMLPG,COMLPG,2027,56.853
REGION1,DEMCOMLPG,COMLPG,2028,59.978
REGION1,DEMCOMLPG,COMLPG,2029,63.102
REGION1,DEMCOMLPG,COMLPG,2030,65.835
REGION1,DEMINDBIO,INDBIO,2016,115.367
REGION1,DEMINDBIO,INDBIO,2017,123.802
REGION1,DEMINDBIO,INDBIO,2018,132.234
REGION1,DEMINDBIO,INDBIO,2019,140.663
REGION1,DEMINDBIO,INDBIO,2020,154.492
REGION1,DEMINDBIO,INDBIO,2021,168.318
REGION1,DEMINDBIO,INDBIO,2022,182.14
REGION1,DEMINDBIO,INDBIO,2023,195.959
REGION1,DEMINDBIO,INDBIO,2024,209.776
REGION1,DEMINDBIO,INDBIO,2025,223.589
REGION1,DEMINDBIO,INDBIO,2026,237.4
REGION1,DEMINDBIO,INDBIO,2027,251.209
REGION1,DEMINDBIO,INDBIO,2028,265.016
REGION1,DEMINDBIO,INDBIO,2029,278.82
REGION1,DEMINDBIO,INDBIO,2030,290.897
REGION1,DEMINDCOA,INDCOA,2016,57.85
REGION1,DEMINDCOA,INDCOA,2017,60.194
REGION1,DEMINDCOA,INDCOA,2018,62.481
REGION1,DEMINDCOA,INDCOA,2019,64.716
REGION1,DEMINDCOA,INDCOA,2020,68.01
REGION1,DEMINDCOA,INDCOA,2021,71.172
REGION1,DEMINDCOA,INDCOA,2022,74.217
REGION1,DEMINDCOA,INDCOA,2023,77.161
REGION1,DEMINDCOA,INDCOA,2024,80.014
REGION1,DEMINDCOA,INDCOA,2025,82.785
REGION1,DEMINDCOA,INDCOA,2026,85.483
REGION1,DEMINDCOA,INDCOA,2027,88.115
REGION1,DEMINDCOA,INDCOA,2028,90.686
REGION1,DEMINDCOA,INDCOA,2029,93.201
REGION1,DEMINDCOA,INDCOA,2030,95.243
REGION1,DEMINDDSL,INDDSL,2016,56.158
REGION1,DEMINDDSL,INDDSL,2017,58.434
REGION1,DEMINDDSL,INDDSL,2018,60.653
REGION1,DEMINDDSL,INDDSL,2019,62.823
REGION1,DEMINDDSL,INDDSL,2020,66.021
REGION1,DEMINDDSL,INDDSL,2021,69.09
REGION1,DEMINDDSL,INDDSL,2022,72.047
REGION1,DEMINDDSL,INDDSL,2023,74.904
REGION1,DEMINDDSL,INDDSL,2024,77.674
REGION1,DEMINDDSL,INDDSL,2025,80.364
REGION1,DEMINDDSL,INDDSL,2026,82.983
REGION1,DEMINDDSL,INDDSL,2027,85.538
REGION1,DEMINDDSL,INDDSL,2028,88.034
REGION1,DEMINDDSL,INDDSL,2029,90.476
REGION1,DEMINDDSL,INDDSL,2030,92.457
REGION1,DEMINDELCC02,INDELCC02,2016,28.3575
REGION1,DEMINDELCC02,INDELCC02,2017,30.4308
REGION1,DEMINDELCC02,INDELCC02,2018,32.5033
REGION1,DEMINDELCC02,INDELCC02,2019,34.5752
REGION1,DEMINDELCC02,INDELCC02,2020,37.9745
REGION1,DEMINDELCC02,INDELCC02,2021,41.3729
REGION1,DEMINDELCC02,INDELCC02,2022,44.7705
REGION1,DEMINDELCC02,INDELCC02,2023,48.1673
REGION1,DEMINDELCC02,INDELCC02,2024,51.5633
REGION1,DEMINDELCC02,INDELCC02,2025,54.9587
REGION1,DEMINDELCC02,INDELCC02,2026,58.3535
REGION1,DEMINDELCC02,INDELCC02,2027,61.7477
REGION1,DEMINDELCC02,INDELCC02,2028,65.1414
REGION1,DEMINDELCC02,INDELCC02,2029,68.5347
REGION1,DEMINDELCC02,INDELCC02,2030,71.5032
REGION1,DEMINDELCN02,INDELCN02,2016,125.3093
REGION1,DEMINDELCN02,INDELCN02,2017,134.4712
REGION1,DEMINDELCN02,INDELCN02,2018,143.6296
REGION1,DEMINDELCN02,INDELCN02,2019,152.785
REGION1,DEMINDELCN02,INDELCN02,2020,167.8064
REGION1,DEMINDELCN02,INDELCN02,2021,182.8237
REGION1,DEMINDELCN02,INDELCN02,2022,197.8372
REGION1,DEMINDELCN02,INDELCN02,2023,212.8472
REGION1,DEMINDELCN02,INDELCN02,2024,227.8541
REGION1,DEMINDELCN02,INDELCN02,2025,242.8581
REGION1,DEMINDELCN02,INDELCN02,2026,257.8594
REGION1,DEMINDELCN02,INDELCN02,2027,272.8583
REGION1,DEMINDELCN02,INDELCN02,2028,287.8548
REGION1,DEMINDELCN02,INDELCN02,2029,302.8491
REGION1,DEMINDELCN02,INDELCN02,2030,315.9666
REGION1,DEMINDELCS02,INDELCS02,2016,153.2836
REGION1,DEMINDELCS02,INDELCS02,2017,164.4908
REGION1,DEMINDELCS02,INDELCS02,2018,175.6937
REGION1,DEMINDELCS02,INDELCS02,2019,186.893
REGION1,DEMINDELCS02,INDELCS02,2020,205.2678
REGION1,DEMINDELCS02,INDELCS02,2021,223.6376
REGION1,DEMINDELCS02,INDELCS02,2022,242.0027
REGION1,DEMINDELCS02,INDELCS02,2023,260.3636
REGION1,DEMINDELCS02,INDELCS02,2024,278.7206
REGION1,DEMINDELCS02,INDELCS02,2025,297.0741
REGION1,DEMINDELCS02,INDELCS02,2026,315.4244
REGION1,DEMINDELCS02,INDELCS02,2027,333.7716
REGION1,DEMINDELCS02,INDELCS02,2028,352.1159
REGION1,DEMINDELCS02,INDELCS02,2029,370.4576
REGION1,DEMINDELCS02,INDELCS02,2030,386.5035
REGION1,DEMINDHFO,INDHFO,2016,15.312
REGION1,DEMINDHFO,INDHFO,2017,16.431
REGION1,DEMINDHFO,INDHFO,2018,17.55
REGION1,DEMINDHFO,INDHFO,2019,18.669
REGION1,DEMINDHFO,INDHFO,2020,20.504
REGION1,DEMINDHFO,INDHFO,2021,22.339
REGION1,DEMINDHFO,INDHFO,2022,24.174
REGION1,DEMINDHFO,INDHFO,2023,26.008
REGION1,DEMINDHFO,INDHFO,2024,27.842
REGION1,DEMINDHFO,INDHFO,2025,29.675
REGION1,DEMINDHFO,INDHFO,2026,31.508
REGION1,DEMINDHFO,INDHFO,2027,33.341
REGION1,DEMINDHFO,INDHFO,2028,35.173
REGION1,DEMINDHFO,INDHFO,2029,37.005
REGION1,DEMINDHFO,INDHFO,2030,38.608
REGION1,DEMINDKER,INDKER,2016,0.964
REGION1,DEMINDKER,INDKER,2017,1.003
REGION1,DEMINDKER,INDKER,2018,1.041
REGION1,DEMINDKER,INDKER,2019,1.078
REGION1,DEMINDKER,INDKER,2020,1.133
REGION1,DEMINDKER,INDKER,2021,1.185
REGION1,DEMINDKER,INDKER,2022,1.236
REGION1,DEMINDKER,INDKER,2023,1.285
REGION1,DEMINDKER,INDKER,2024,1.333
REGION1,DEMINDKER,INDKER,2025,1.379
REGION1,DEMINDKER,INDKER,2026,1.424
REGION1,DEMINDKER,INDKER,2027,1.468
REGION1,DEMINDKER,INDKER,2028,1.511
REGION1,DEMINDKER,INDKER,2029,1.552
REGION1,DEMINDKER,INDKER,2030,1.586
REGION1,DEMINDLPG,INDLPG,2016,13.244
REGION1,DEMINDLPG,INDLPG,2017,13.781
REGION1,DEMINDLPG,INDLPG,2018,14.304
REGION1,DEMINDLPG,INDLPG,2019,14.816
REGION1,DEMINDLPG,INDLPG,2020,15.57
REGION1,DEMINDLPG,INDLPG,2021,16.294
REGION1,DEMINDLPG,INDLPG,2022,16.991
REGION1,DEMINDLPG,INDLPG,2023,17.665
REGION1,DEMINDLPG,INDLPG,2024,18.318
REGION1,DEMINDLPG,INDLPG,2025,18.953
REGION1,DEMINDLPG,INDLPG,2026,19.57
REGION1,DEMINDLPG,INDLPG,2027,20.173
REGION1,DEMINDLPG,INDLPG,2028,20.761
REGION1,DEMINDLPG,INDLPG,2029,21.337
REGION1,DEMINDLPG,INDLPG,2030,21.805
REGION1,DEMINDNGS,INDNGS,2016,74.385
REGION1,DEMINDNGS,INDNGS,2017,79.824
REGION1,DEMINDNGS,INDNGS,2018,85.26
REGION1,DEMINDNGS,INDNGS,2019,90.695
REGION1,DEMINDNGS,INDNGS,2020,99.612
REGION1,DEMINDNGS,INDNGS,2021,108.526
REGION1,DEMINDNGS,INDNGS,2022,117.438
REGION1,DEMINDNGS,INDNGS,2023,126.348
REGION1,DEMINDNGS,INDNGS,2024,135.257
REGION1,DEMINDNGS,INDNGS,2025,144.163
REGION1,DEMINDNGS,INDNGS,2026,153.068
REGION1,DEMINDNGS,INDNGS,2027,161.972
REGION1,DEMINDNGS,INDNGS,2028,170.874
REGION1,DEMINDNGS,INDNGS,2029,179.775
REGION1,DEMINDNGS,INDNGS,2030,187.561
REGION1,DEMOTHOHC,OTHOHC,2016,148.981
