r,l,f,y,Demand
REGION1,SEA1BAS,AGRELCP02,2024,0.0346
REGION1,SEA1BAS,AGRELCP02,2025,0.0365
REGION1,SEA1BAS,AGRELCP02,2026,0.0385
REGION1,SEA1BAS,AGRELCP02,2027,0.0404
REGION1,SEA1BAS,AGRELCP02,2028,0.0424
REGION1,SEA1BAS,AGRELCP02,2029,0.0444
REGION1,SEA1BAS,AGRELCP02,2030,0.0463
REGION1,SEA1BAS,AGRELCS02,2015,0.2991
REGION1,SEA1BAS,AGRELCS02,2016,0.2991
REGION1,SEA1BAS,AGRELCS02,2017,0.3162
REGION1,SEA1BAS,AGRELCS02,2018,0.3334
REGION1,SEA1BAS,AGRELCS02,2019,0.3505
REGION1,SEA1BAS,AGRELCS02,2020,0.3676
REGION1,SEA1BAS,AGRELCS02,2021,0.3946
REGION1,SEA1BAS,AGRELCS02,2022,0.4216
REGION1,SEA1BAS,AGRELCS02,2023,0.4486
REGION1,SEA1BAS,AGRELCS02,2024,0.4756
REGION1,SEA1BAS,AGRELCS02,2025,0.5026
REGION1,SEA1BAS,AGRELCS02,2026,0.5295
REGION1,SEA1BAS,AGRELCS02,2027,0.5565
REGION1,SEA1BAS,AGRELCS02,2028,0.5834
REGION1,SEA1BAS,AGRELCS02,2029,0.6104
REGION1,SEA1BAS,AGRELCS02,2030,0.6373
REGION1,SEA1BAS,COMELCJ02,2015,15.8125
REGION1,SEA1BAS,COMELCJ02,2016,15.8125
REGION1,SEA1BAS,COMELCJ02,2017,16.7189
REGION1,SEA1BAS,COMELCJ02,2018,17.6252
REGION1,SEA1BAS,COMELCJ02,2019,18.5312
REGION1,SEA1BAS,COMELCJ02,2020,19.437
REGION1,SEA1BAS,COMELCJ02,2021,20.8645
REGION1,SEA1BAS,COMELCJ02,2022,22.2916
REGION1,SEA1BAS,COMELCJ02,2023,23.7183
REGION1,SEA1BAS,COMELCJ02,2024,25.1446
REGION1,SEA1BAS,COMELCJ02,2025,26.5706
REGION1,SEA1BAS,COMELCJ02,2026,27.9963
REGION1,SEA1BAS,COMELCJ02,2027,29.4216
REGION1,SEA1BAS,COMELCJ02,2028,30.8467
REGION1,SEA1BAS,COMELCJ02,2029,32.2716
REGION1,SEA1BAS,COMELCJ02,2030,33.6962
REGION1,SEA1BAS,COMELCK02,2015,1.6705
REGION1,SEA1BAS,COMELCK02,2016,1.6705
REGION1,SEA1BAS,COMELCK02,2017,1.7663
REGION1,SEA1BAS,COMELCK02,2018,1.862
REGION1,SEA1BAS,COMELCK02,2019,1.9577
REGION1,SEA1BAS,COMELCK02,2020,2.0534
REGION1,SEA1BAS,COMELCK02,2021,2.2042
REGION1,SEA1BAS,COMELCK02,2022,2.355
REGION1,SEA1BAS,COMELCK02,2023,2.5057
REGION1,SEA1BAS,COMELCK02,2024,2.6564
REGION1,SEA1BAS,COMELCK02,2025,2.8071
REGION1,SEA1BAS,COMELCK02,2026,2.9577
REGION1,SEA1BAS,COMELCK02,2027,3.1083
REGION1,SEA1BAS,COMELCK02,2028,3.2588
REGION1,SEA1BAS,COMELCK02,2029,3.4093
REGION1,SEA1BAS,COMELCK02,2030,3.5599
REGION1,SEA1BAS,COMELCL02,2015,2.0393
REGION1,SEA1BAS,COMELCL02,2016,2.0393
REGION1,SEA1BAS,COMELCL02,2017,2.1562
REGION1,SEA1BAS,COMELCL02,2018,2.2731
REGION1,SEA1BAS,COMELCL02,2019,2.39
REGION1,SEA1BAS,COMELCL02,2020,2.5068
REGION1,SEA1BAS,COMELCL02,2021,2.6909
REGION1,SEA1BAS,COMELCL02,2022,2.8749
REGION1,SEA1BAS,COMELCL02,2023,3.0589
REGION1,SEA1BAS,COMELCL02,2024,3.2429
REGION1,SEA1BAS,COMELCL02,2025,3.4268
REGION1,SEA1BAS,COMELCL02,2026,3.6107
REGION1,SEA1BAS,COMELCL02,2027,3.7945
REGION1,SEA1BAS,COMELCL02,2028,3.9783
REGION1,SEA1BAS,COMELCL02,2029,4.162
REGION1,SEA1BAS,COMELCL02,2030,4.3458
REGION1,SEA1BAS,COMELCM02,2015,0.3101
REGION1,SEA1BAS,COMELCM02,2016,0.3101
REGION1,SEA1BAS,COMELCM02,2017,0.3279
REGION1,SEA1BAS,COMELCM02,2018,0.3457
REGION1,SEA1BAS,COMELCM02,2019,0.3634
REGION1,SEA1BAS,COMELCM02,2020,0.3812
REGION1,SEA1BAS,COMELCM02,2021,0.4092
REGION1,SEA1BAS,COMELCM02,2022,0.4372
REGION1,SEA1BAS,COMELCM02,2023,0.4652
REGION1,SEA1BAS,COMELCM02,2024,0.4932
REGION1,SEA1BAS,COMELCM02,2025,0.5211
REGION1,SEA1BAS,COMELCM02,2026,0.5491
REGION1,SEA1BAS,COMELCM02,2027,0.577
REGION1,SEA1BAS,COMELCM02,2028,0.605
REGION1,SEA1BAS,COMELCM02,2029,0.6329
REGION1,SEA1BAS,COMELCM02,2030,0.6609
REGION1,SEA1BAS,COMELCN02,2015,1.5366
REGION1,SEA1BAS,COMELCN02,2016,1.5366
REGION1,SEA1BAS,COMELCN02,2017,1.6246
REGION1,SEA1BAS,COMELCN02,2018,1.7127
REGION1,SEA1BAS,COMELCN02,2019,1.8007
REGION1,SEA1BAS,COMELCN02,2020,1.8888
REGION1,SEA1BAS,COMELCN02,2021,2.0275
REGION1,SEA1BAS,COMELCN02,2022,2.1662
REGION1,SEA1BAS,COMELCN02,2023,2.3048
REGION1,SEA1BAS,COMELCN02,2024,2.4434
REGION1,SEA1BAS,COMELCN02,2025,2.582
REGION1,SEA1BAS,COMELCN02,2026,2.7205
REGION1,SEA1BAS,COMELCN02,2027,2.859
REGION1,SEA1BAS,COMELCN02,2028,2.9975
REGION1,SEA1BAS,COMELCN02,2029,3.1359
REGION1,SEA1BAS,COMELCN02,2030,3.2744
REGION1,SEA1BAS,COMELCP02,2015,0.4375
REGION1,SEA1BAS,COMELCP02,2016,0.4375
REGION1,SEA1BAS,COMELCP02,2017,0.4625
REGION1,SEA1BAS,COMELCP02,2018,0.4876
REGION1,SEA1BAS,COMELCP02,2019,0.5127
REGION1,SEA1BAS,COMELCP02,2020,0.5377
REGION1,SEA1BAS,COMELCP02,2021,0.5772
REGION1,SEA1BAS,COMELCP02,2022,0.6167
REGION1,SEA1BAS,COMELCP02,2023,0.6562
REGION1,SEA1BAS,COMELCP02,2024,0.6956
REGION1,SEA1BAS,COMELCP02,2025,0.7351
REGION1,SEA1BAS,COMELCP02,2026,0.7745
REGION1,SEA1BAS,COMELCP02,2027,0.814
REGION1,SEA1BAS,COMELCP02,2028,0.8534
REGION1,SEA1BAS,COMELCP02,2029,0.8928
REGION1,SEA1BAS,COMELCP02,2030,0.9322
REGION1,SEA1BAS,COMELCS02,2015,6.0189
REGION1,SEA1BAS,COMELCS02,2016,6.0189
REGION1,SEA1BAS,COMELCS02,2017,6.364
REGION1,SEA1BAS,COMELCS02,2018,6.7089
REGION1,SEA1BAS,COMELCS02,2019,7.0538
REGION1,SEA1BAS,COMELCS02,2020,7.3986
REGION1,SEA1BAS,COMELCS02,2021,7.942
REGION1,SEA1BAS,COMELCS02,2022,8.4852
REGION1,SEA1BAS,COMELCS02,2023,9.0283
REGION1,SEA1BAS,COMELCS02,2024,9.5712
REGION1,SEA1BAS,COMELCS02,2025,10.114
REGION1,SEA1BAS,COMELCS02,2026,10.6566
REGION1,SEA1BAS,COMELCS02,2027,11.1992
REGION1,SEA1BAS,COMELCS02,2028,11.7417
REGION1,SEA1BAS,COMELCS02,2029,12.284
REGION1,SEA1BAS,COMELCS02,2030,12.8263
REGION1,SEA1BAS,INDELCJ02,2015,19.8715
REGION1,SEA1BAS,INDELCJ02,2016,19.8715
REGION1,SEA1BAS,INDELCJ02,2017,21.0107
REGION1,SEA1BAS,INDELCJ02,2018,22.1495
REGION1,SEA1BAS,INDELCJ02,2019,23.2881
REGION1,SEA1BAS,INDELCJ02,2020,24.4264
REGION1,SEA1BAS,INDELCJ02,2021,26.2204
REGION1,SEA1BAS,INDELCJ02,2022,28.0138
REGION1,SEA1BAS,INDELCJ02,2023,29.8067
REGION1,SEA1BAS,INDELCJ02,2024,31.5992
REGION1,SEA1BAS,INDELCJ02,2025,33.3912
REGION1,SEA1BAS,INDELCJ02,2026,35.1828
REGION1,SEA1BAS,INDELCJ02,2027,36.9741
REGION1,SEA1BAS,INDELCJ02,2028,38.765
REGION1,SEA1BAS,INDELCJ02,2029,40.5556
REGION1,SEA1BAS,INDELCJ02,2030,42.346
REGION1,SEA1BAS,INDELCK02,2015,2.0993
REGION1,SEA1BAS,INDELCK02,2016,2.0993
REGION1,SEA1BAS,INDELCK02,2017,2.2197
REGION1,SEA1BAS,INDELCK02,2018,2.34
REGION1,SEA1BAS,INDELCK02,2019,2.4603
REGION1,SEA1BAS,INDELCK02,2020,2.5805
REGION1,SEA1BAS,INDELCK02,2021,2.7701
REGION1,SEA1BAS,INDELCK02,2022,2.9595
REGION1,SEA1BAS,INDELCK02,2023,3.1489
REGION1,SEA1BAS,INDELCK02,2024,3.3383
REGION1,SEA1BAS,INDELCK02,2025,3.5276
REGION1,SEA1BAS,INDELCK02,2026,3.7169
REGION1,SEA1BAS,INDELCK02,2027,3.9061
REGION1,SEA1BAS,INDELCK02,2028,4.0953
REGION1,SEA1BAS,INDELCK02,2029,4.2845
REGION1,SEA1BAS,INDELCK02,2030,4.4737
REGION1,SEA1BAS,INDELCL02,2015,2.5628
REGION1,SEA1BAS,INDELCL02,2016,2.5628
REGION1,SEA1BAS,INDELCL02,2017,2.7097
REGION1,SEA1BAS,INDELCL02,2018,2.8566
REGION1,SEA1BAS,INDELCL02,2019,3.0034
REGION1,SEA1BAS,INDELCL02,2020,3.1503
REGION1,SEA1BAS,INDELCL02,2021,3.3816
REGION1,SEA1BAS,INDELCL02,2022,3.6129
REGION1,SEA1BAS,INDELCL02,2023,3.8442
REGION1,SEA1BAS,INDELCL02,2024,4.0753
REGION1,SEA1BAS,INDELCL02,2025,4.3064
REGION1,SEA1BAS,INDELCL02,2026,4.5375
REGION1,SEA1BAS,INDELCL02,2027,4.7685
REGION1,SEA1BAS,INDELCL02,2028,4.9995
REGION1,SEA1BAS,INDELCL02,2029,5.2304
REGION1,SEA1BAS,INDELCL02,2030,5.4613
REGION1,SEA1BAS,INDELCM02,2015,0.3897
REGION1,SEA1BAS,INDELCM02,2016,0.3897
REGION1,SEA1BAS,INDELCM02,2017,0.4121
REGION1,SEA1BAS,INDELCM02,2018,0.4344
REGION1,SEA1BAS,INDELCM02,2019,0.4567
REGION1,SEA1BAS,INDELCM02,2020,0.4791
REGION1,SEA1BAS,INDELCM02,2021,0.5143
REGION1,SEA1BAS,INDELCM02,2022,0.5494
REGION1,SEA1BAS,INDELCM02,2023,0.5846
REGION1,SEA1BAS,INDELCM02,2024,0.6198
REGION1,SEA1BAS,INDELCM02,2025,0.6549
REGION1,SEA1BAS,INDELCM02,2026,0.69
REGION1,SEA1BAS,INDELCM02,2027,0.7252
REGION1,SEA1BAS,INDELCM02,2028,0.7603
REGION1,SEA1BAS,INDELCM02,2029,0.7954
REGION1,SEA1BAS,INDELCM02,2030,0.8305
REGION1,SEA1BAS,INDELCN02,2015,1.931
REGION1,SEA1BAS,INDELCN02,2016,1.931
REGION1,SEA1BAS,INDELCN02,2017,2.0417
REGION1,SEA1BAS,INDELCN02,2018,2.1523
REGION1,SEA1BAS,INDELCN02,2019,2.263
REGION1,SEA1BAS,INDELCN02,2020,2.3736
REGION1,SEA1BAS,INDELCN02,2021,2.5479
REGION1,SEA1BAS,INDELCN02,2022,2.7222
REGION1,SEA1BAS,INDELCN02,2023,2.8964
REGION1,SEA1BAS,INDELCN02,2024,3.0706
REGION1,SEA1BAS,INDELCN02,2025,3.2447
REGION1,SEA1BAS,INDELCN02,2026,3.4188
REGION1,SEA1BAS,INDELCN02,2027,3.5929
REGION1,SEA1BAS,INDELCN02,2028,3.7669
REGION1,SEA1BAS,INDELCN02,2029,3.9409
REGION1,SEA1BAS,INDELCN02,2030,4.1149
REGION1,SEA1BAS,INDELCP02,2015,0.5498
REGION1,SEA1BAS,INDELCP02,2016,0.5498
REGION1,SEA1BAS,INDELCP02,2017,0.5813
REGION1,SEA1BAS,INDELCP02,2018,0.6128
REGION1,SEA1BAS,INDELCP02,2019,0.6443
REGION1,SEA1BAS,INDELCP02,2020,0.6758
REGION1,SEA1BAS,INDELCP02,2021,0.7254
REGION1,SEA1BAS,INDELCP02,2022,0.775
REGION1,SEA1BAS,INDELCP02,2023,0.8246
REGION1,SEA1BAS,INDELCP02,2024,0.8742
REGION1,SEA1BAS,INDELCP02,2025,0.9238
REGION1,SEA1BAS,INDELCP02,2026,0.9734
REGION1,SEA1BAS,INDELCP02,2027,1.0229
REGION1,SEA1BAS,INDELCP02,2028,1.0725
REGION1,SEA1BAS,INDELCP02,2029,1.122
REGION1,SEA1BAS,INDELCP02,2030,1.1715
REGION1,SEA1BAS,INDELCS02,2015,7.564
REGION1,SEA1BAS,INDELCS02,2016,7.564
REGION1,SEA1BAS,INDELCS02,2017,7.9976
REGION1,SEA1BAS,INDELCS02,2018,8.4311
REGION1,SEA1BAS,INDELCS02,2019,8.8645
REGION1,SEA1BAS,INDELCS02,2020,9.2978
REGION1,SEA1BAS,INDELCS02,2021,9.9807
REGION1,SEA1BAS,INDELCS02,2022,10.6633
REGION1,SEA1BAS,INDELCS02,2023,11.3458
REGION1,SEA1BAS,INDELCS02,2024,12.0281
REGION1,SEA1BAS,INDELCS02,2025,12.7102
REGION1,SEA1BAS,INDELCS02,2026,13.3922
REGION1,SEA1BAS,INDELCS02,2027,14.074
REGION1,SEA1BAS,INDELCS02,2028,14.7557
REGION1,SEA1BAS,INDELCS02,2029,15.4373
REGION1,SEA1BAS,INDELCS02,2030,16.1188
REGION1,SEA1BAS,RESELCJ02,2015,26.5186
REGION1,SEA1BAS,RESELCJ02,2016,26.5186
REGION1,SEA1BAS,RESELCJ02,2017,28.0388
REGION1,SEA1BAS,RESELCJ02,2018,29.5586
REGION1,SEA1BAS,RESELCJ02,2019,31.078
REGION1,SEA1BAS,RESELCJ02,2020,32.5971
REGION1,SEA1BAS,RESELCJ02,2021,34.9911
REGION1,SEA1BAS,RESELCJ02,2022,37.3845
REGION1,SEA1BAS,RESELCJ02,2023,39.7771
REGION1,SEA1BAS,RESELCJ02,2024,42.1692
REGION1,SEA1BAS,RESELCJ02,2025,44.5606
REGION1,SEA1BAS,RESELCJ02,2026,46.9516
REGION1,SEA1BAS,RESELCJ02,2027,49.342
REGION1,SEA1BAS,RESELCJ02,2028,51.732
REGION1,SEA1BAS,RESELCJ02,2029,54.1216
REGION1,SEA1BAS,RESELCJ02,2030,56.5108
REGION1,SEA1BAS,RESELCK02,2015,2.8016
REGION1,SEA1BAS,RESELCK02,2016,2.8016
REGION1,SEA1BAS,RESELCK02,2017,2.9622
REGION1,SEA1BAS,RESELCK02,2018,3.1227
REGION1,SEA1BAS,RESELCK02,2019,3.2832
REGION1,SEA1BAS,RESELCK02,2020,3.4437
REGION1,SEA1BAS,RESELCK02,2021,3.6967
REGION1,SEA1BAS,RESELCK02,2022,3.9495
REGION1,SEA1BAS,RESELCK02,2023,4.2023
REGION1,SEA1BAS,RESELCK02,2024,4.455
REGION1,SEA1BAS,RESELCK02,2025,4.7076
REGION1,SEA1BAS,RESELCK02,2026,4.9602
REGION1,SEA1BAS,RESELCK02,2027,5.2128
REGION1,SEA1BAS,RESELCK02,2028,5.4652
REGION1,SEA1BAS,RESELCK02,2029,5.7177
REGION1,SEA1BAS,RESELCK02,2030,5.9701
REGION1,SEA1BAS,RESELCL02,2015,3.4201
REGION1,SEA1BAS,RESELCL02,2016,3.4201
REGION1,SEA1BAS,RESELCL02,2017,3.6161
REGION1,SEA1BAS,RESELCL02,2018,3.8121
REGION1,SEA1BAS,RESELCL02,2019,4.0081
REGION1,SEA1BAS,RESELCL02,2020,4.204
REGION1,SEA1BAS,RESELCL02,2021,4.5128
REGION1,SEA1BAS,RESELCL02,2022,4.8214
REGION1,SEA1BAS,RESELCL02,2023,5.13
REGION1,SEA1BAS,RESELCL02,2024,5.4385
REGION1,SEA1BAS,RESELCL02,2025,5.747
REGION1,SEA1BAS,RESELCL02,2026,6.0553
REGION1,SEA1BAS,RESELCL02,2027,6.3636
REGION1,SEA1BAS,RESELCL02,2028,6.6718
REGION1,SEA1BAS,RESELCL02,2029,6.98
REGION1,SEA1BAS,RESELCL02,2030,7.2882
REGION1,SEA1BAS,RESELCM02,2015,0.5201
REGION1,SEA1BAS,RESELCM02,2016,0.5201
REGION1,SEA1BAS,RESELCM02,2017,0.5499
REGION1,SEA1BAS,RESELCM02,2018,0.5797
REGION1,SEA1BAS,RESELCM02,2019,0.6095
REGION1,SEA1BAS,RESELCM02,2020,0.6393
REGION1,SEA1BAS,RESELCM02,2021,0.6863
REGION1,SEA1BAS,RESELCM02,2022,0.7332
REGION1,SEA1BAS,RESELCM02,2023,0.7801
REGION1,SEA1BAS,RESELCM02,2024,0.8271
REGION1,SEA1BAS,RESELCM02,2025,0.874
REGION1,SEA1BAS,RESELCM02,2026,0.9209
REGION1,SEA1BAS,RESELCM02,2027,0.9677
REGION1,SEA1BAS,RESELCM02,2028,1.0146
REGION1,SEA1BAS,RESELCM02,2029,1.0615
REGION1,SEA1BAS,RESELCM02,2030,1.1083
REGION1,SEA1BAS,RESELCN02,2015,2.5769
REGION1,SEA1BAS,RESELCN02,2016,2.5769
REGION1,SEA1BAS,RESELCN02,2017,2.7246
REGION1,SEA1BAS,RESELCN02,2018,2.8723
REGION1,SEA1BAS,RESELCN02,2019,3.02
REGION1,SEA1BAS,RESELCN02,2020,3.1676
REGION1,SEA1BAS,RESELCN02,2021,3.4002
REGION1,SEA1BAS,RESELCN02,2022,3.6328
REGION1,SEA1BAS,RESELCN02,2023,3.8653
REGION1,SEA1BAS,RESELCN02,2024,4.0977
REGION1,SEA1BAS,RESELCN02,2025,4.3301
REGION1,SEA1BAS,RESELCN02,2026,4.5624
REGION1,SEA1BAS,RESELCN02,2027,4.7947
REGION1,SEA1BAS,RESELCN02,2028,5.027
REGION1,SEA1BAS,RESELCN02,2029,5.2592
REGION1,SEA1BAS,RESELCN02,2030,5.4913
REGION1,SEA1BAS,RESELCP02,2015,0.7337
REGION1,SEA1BAS,RESELCP02,2016,0.7337
REGION1,SEA1BAS,RESELCP02,2017,0.7757
REGION1,SEA1BAS,RESELCP02,2018,0.8178
REGION1,SEA1BAS,RESELCP02,2019,0.8598
REGION1,SEA1BAS,RESELCP02,2020,0.9018
REGION1,SEA1BAS,RESELCP02,2021,0.9681
REGION1,SEA1BAS,RESELCP02,2022,1.0343
REGION1,SEA1BAS,RESELCP02,2023,1.1005
REGION1,SEA1BAS,RESELCP02,2024,1.1666
REGION1,SEA1BAS,RESELCP02,2025,1.2328
REGION1,SEA1BAS,RESELCP02,2026,1.2989
REGION1,SEA1BAS,RESELCP02,2027,1.3651
REGION1,SEA1BAS,RESELCP02,2028,1.4312
REGION1,SEA1BAS,RESELCP02,2029,1.4973
REGION1,SEA1BAS,RESELCP02,2030,1.5634
REGION1,SEA1BAS,RESELCS02,2015,10.0942
REGION1,SEA1BAS,RESELCS02,2016,10.0942
REGION1,SEA1BAS,RESELCS02,2017,10.6728
REGION1,SEA1BAS,RESELCS02,2018,11.2513
REGION1,SEA1BAS,RESELCS02,2019,11.8297
REGION1,SEA1BAS,RESELCS02,2020,12.4079
REGION1,SEA1BAS,RESELCS02,2021,13.3192
REGION1,SEA1BAS,RESELCS02,2022,14.2302
REGION1,SEA1BAS,RESELCS02,2023,15.141
REGION1,SEA1BAS,RESELCS02,2024,16.0515
REGION1,SEA1BAS,RESELCS02,2025,16.9618
REGION1,SEA1BAS,RESELCS02,2026,17.8719
REGION1,SEA1BAS,RESELCS02,2027,18.7818
REGION1,SEA1BAS,RESELCS02,2028,19.6916
REGION1,SEA1BAS,RESELCS02,2029,20.6011
REGION1,SEA1BAS,RESELCS02,2030,21.5106
REGION1,SEA1INT,AGRELCJ02,2015,1.9968
REGION1,SEA1INT,AGRELCJ02,2016,1.9968
REGION1,SEA1INT,AGRELCJ02,2017,2.1113
REGION1,SEA1INT,AGRELCJ02,2018,2.2257
REGION1,SEA1INT,AGRELCJ02,2019,2.3401
REGION1,SEA1INT,AGRELCJ02,2020,2.4545
REGION1,SEA1INT,AGRELCJ02,2021,2.6348
REGION1,SEA1INT,AGRELCJ02,2022,2.815
REGION1,SEA1INT,AGRELCJ02,2023,2.9951
REGION1,SEA1INT,AGRELCJ02,2024,3.1753
REGION1,SEA1INT,AGRELCJ02,2025,3.3553
REGION1,SEA1INT,AGRELCJ02,2026,3.5354
REGION1,SEA1INT,AGRELCJ02,2027,3.7154
REGION1,SEA1INT,AGRELCJ02,2028,3.8953
REGION1,SEA1INT,AGRELCJ02,2029,4.0752
REGION1,SEA1INT,AGRELCJ02,2030,4.2551
REGION1,SEA1INT,AGRELCK02,2015,0.211
REGION1,SEA1INT,AGRELCK02,2016,0.211
REGION1,SEA1INT,AGRELCK02,2017,0.223
REGION1,SEA1INT,AGRELCK02,2018,0.2351
REGION1,SEA1INT,AGRELCK02,2019,0.2472
REGION1,SEA1INT,AGRELCK02,2020,0.2593
REGION1,SEA1INT,AGRELCK02,2021,0.2784
REGION1,SEA1INT,AGRELCK02,2022,0.2974
REGION1,SEA1INT,AGRELCK02,2023,0.3164
REGION1,SEA1INT,AGRELCK02,2024,0.3355
REGION1,SEA1INT,AGRELCK02,2025,0.3545
REGION1,SEA1INT,AGRELCK02,2026,0.3735
REGION1,SEA1INT,AGRELCK02,2027,0.3925
REGION1,SEA1INT,AGRELCK02,2028,0.4115
REGION1,SEA1INT,AGRELCK02,2029,0.4305
REGION1,SEA1INT,AGRELCK02,2030,0.4495
REGION1,SEA1INT,AGRELCL02,2015,0.2575
REGION1,SEA1INT,AGRELCL02,2016,0.2575
REGION1,SEA1INT,AGRELCL02,2017,0.2723
REGION1,SEA1INT,AGRELCL02,2018,0.287
REGION1,SEA1INT,AGRELCL02,2019,0.3018
REGION1,SEA1INT,AGRELCL02,2020,0.3166
REGION1,SEA1INT,AGRELCL02,2021,0.3398
REGION1,SEA1INT,AGRELCL02,2022,0.363
REGION1,SEA1INT,AGRELCL02,2023,0.3863
REGION1,SEA1INT,AGRELCL02,2024,0.4095
REGION1,SEA1INT,AGRELCL02,2025,0.4327
REGION1,SEA1INT,AGRELCL02,2026,0.456
REGION1,SEA1INT,AGRELCL02,2027,0.4792
REGION1,SEA1INT,AGRELCL02,2028,0.5024
